Library,Compound,161,217,235,238,242,243,244
ChemBridge Microformat,6148118,--,--,--,0,--,--,--
ChemBridge Microformat,6148277,--,--,--,0,--,--,--
ChemBridge Microformat,6148291,--,--,--,0,--,--,--
ChemBridge Microformat,5909748,--,--,--,0,--,--,--
ChemBridge Microformat,5909039,--,--,--,0,--,--,--
ChemBridge Microformat,5849081,--,--,--,0,--,--,--
ChemBridge Microformat,5848667,--,--,--,0,--,--,--
ChemBridge Microformat,5815117,--,--,--,0,--,--,--
ChemBridge Microformat,5737690,--,--,--,0,--,--,--
ChemBridge Microformat,5737776,--,--,--,0,--,--,--
ChemBridge Microformat,5738093,--,--,--,0,--,--,--
ChemBridge Microformat,5738135,--,--,--,0,--,--,--
ChemBridge Microformat,5738146,--,--,--,0,--,--,--
ChemBridge Microformat,5738173,--,--,--,0,--,--,--
ChemBridge Microformat,5738273,--,--,--,0,--,--,--
ChemBridge Microformat,5738282,--,--,--,0,--,--,--
ChemBridge Microformat,5738519,--,--,--,0,--,--,--
ChemBridge Microformat,5738526,--,--,--,0,--,--,--
ChemBridge Microformat,6070184,--,--,--,0,--,--,--
ChemBridge Microformat,5117642,--,--,--,0,--,--,--
ChemBridge Microformat,5117662,--,--,--,0,--,--,--
ChemBridge Microformat,5117670,--,--,--,0,--,--,--
ChemBridge Microformat,5117680,--,--,--,0,--,--,--
ChemBridge Microformat,5311775,--,--,--,0,--,--,--
ChemBridge Microformat,5311390,--,--,--,0,--,--,--
ChemBridge Microformat,5311212,--,--,--,0,--,--,--
ChemBridge Microformat,5117811,--,--,--,0,--,--,--
ChemBridge Microformat,5117815,--,--,--,0,--,--,--
ChemBridge Microformat,5117824,--,--,--,0,--,--,--
ChemBridge Microformat,5311936,--,--,--,0,--,--,--
ChemBridge Microformat,5311901,--,--,--,0,--,--,--
ChemBridge Microformat,6035865,--,--,--,0,--,--,--
ChemBridge Microformat,6090932,--,--,--,0,--,--,--
ChemBridge Microformat,6090886,--,--,--,0,--,--,--
ChemBridge Microformat,6091073,--,--,--,0,--,--,--
ChemBridge Microformat,6091050,--,--,--,0,--,--,--
ChemBridge Microformat,6091221,--,--,--,0,--,--,--
ChemBridge Microformat,6091090,--,--,--,0,--,--,--
ChemBridge Microformat,6091581,--,--,--,0,--,--,--
ChemBridge Microformat,6091309,--,--,--,0,--,--,--
ChemBridge Microformat,6091654,--,--,--,0,--,--,--
ChemBridge Microformat,6091624,--,--,--,0,--,--,--
ChemBridge Microformat,6214824,--,--,--,0,--,--,--
ChemBridge Microformat,6214842,--,--,--,0,--,--,--
ChemBridge Microformat,6214708,--,--,--,0,--,--,--
ChemBridge Microformat,6214709,--,--,--,0,--,--,--
ChemBridge Microformat,6215066,--,--,--,0,--,--,--
ChemBridge Microformat,6215124,--,--,--,0,--,--,--
ChemBridge Microformat,6214923,--,--,--,0,--,--,--
ChemBridge Microformat,5310530,--,--,--,0,--,--,--
ChemBridge Microformat,6215127,--,--,--,0,--,--,--
ChemBridge Microformat,6215172,--,--,--,0,--,--,--
ChemBridge Microformat,5310337,--,--,--,0,--,--,--
ChemBridge Microformat,5311105,--,--,--,0,--,--,--
ChemBridge Microformat,6055240,--,--,--,0,--,--,--
ChemBridge Microformat,6055304,--,--,--,0,--,--,--
ChemBridge Microformat,6063392,--,--,--,0,--,--,--
ChemBridge Microformat,6063436,--,--,--,0,--,--,--
ChemBridge Microformat,6054985,--,--,--,0,--,--,--
ChemBridge Microformat,5117689,--,--,--,0,--,--,--
ChemBridge Microformat,6054945,--,--,--,0,--,--,--
ChemBridge Microformat,6063320,--,--,--,0,--,--,--
ChemBridge Microformat,6055163,--,--,--,0,--,--,--
ChemBridge Microformat,6063251,--,--,--,0,--,--,--
ChemBridge Microformat,6063112,--,--,--,0,--,--,--
ChemBridge Microformat,5117695,--,--,--,0,--,--,--
ChemBridge Microformat,5935636,--,--,--,0,--,--,--
ChemBridge Microformat,5935633,--,--,--,0,--,--,--
ChemBridge Microformat,5117748,--,--,--,0,--,--,--
ChemBridge Microformat,5935201,--,--,--,0,--,--,--
ChemBridge Microformat,5935150,--,--,--,0,--,--,--
ChemBridge Microformat,5935318,--,--,--,0,--,--,--
ChemBridge Microformat,5935280,--,--,--,0,--,--,--
ChemBridge Microformat,5935569,--,--,--,0,--,--,--
ChemBridge Microformat,5935517,--,--,--,0,--,--,--
ChemBridge Microformat,5935627,--,--,--,0,--,--,--
ChemBridge Microformat,5935619,--,--,--,0,--,--,--
ChemBridge Microformat,6036068,--,--,--,0,--,--,--
ChemBridge Microformat,5953263,--,--,--,0,--,--,--
ChemBridge Microformat,6036036,--,--,--,0,--,--,--
ChemBridge Microformat,6016142,--,--,--,0,--,--,--
ChemBridge Microformat,5585345,--,--,--,0,--,--,--
ChemBridge Microformat,5585304,--,--,--,0,--,--,--
ChemBridge Microformat,5585413,--,--,--,0,--,--,--
ChemBridge Microformat,5585357,--,--,--,0,--,--,--
ChemBridge Microformat,5585881,--,--,--,0,--,--,--
ChemBridge Microformat,5585700,--,--,--,0,--,--,--
ChemBridge Microformat,5586124,--,--,--,0,--,--,--
ChemBridge Microformat,5585882,--,--,--,0,--,--,--
ChemBridge Microformat,5586612,--,--,--,0,--,--,--
ChemBridge Microformat,5586533,--,--,--,0,--,--,--
ChemBridge Microformat,6036346,--,--,--,0,--,--,--
ChemBridge Microformat,6036338,--,--,--,0,--,--,--
ChemBridge Microformat,5607872,--,--,--,0,--,--,--
ChemBridge Microformat,6066943,--,--,--,0,--,--,--
ChemBridge Microformat,6197630,--,--,--,0,--,--,--
ChemBridge Microformat,5608137,--,--,--,0,--,--,--
ChemBridge Microformat,6165467,--,--,--,0,--,--,--
ChemBridge Microformat,6165485,--,--,--,0,--,--,--
ChemBridge Microformat,6162317,--,--,--,1,--,--,--
ChemBridge Microformat,6162345,--,--,--,0,--,--,--
ChemBridge Microformat,6165358,--,--,--,0,--,--,--
ChemBridge Microformat,6165401,--,--,--,0,--,--,--
ChemBridge Microformat,6165285,--,--,--,0,--,--,--
ChemBridge Microformat,6165300,--,--,--,0,--,--,--
ChemBridge Microformat,6165447,--,--,--,0,--,--,--
ChemBridge Microformat,6162068,--,--,--,0,--,--,--
ChemBridge Microformat,6165415,--,--,--,0,--,--,--
ChemBridge Microformat,6165430,--,--,--,0,--,--,--
ChemBridge Microformat,5607601,--,--,--,0,--,--,--
ChemBridge Microformat,6215065,--,--,--,0,--,--,--
ChemBridge Microformat,5607784,--,--,--,0,--,--,--
ChemBridge Microformat,5607560,--,--,--,0,--,--,--
ChemBridge Microformat,6018400,--,--,--,0,--,--,--
ChemBridge Microformat,6240921,--,--,--,0,--,--,--
ChemBridge Microformat,6135974,--,--,--,0,--,--,--
ChemBridge Microformat,6135887,--,--,--,0,--,--,--
ChemBridge Microformat,5869816,--,--,--,0,--,--,--
ChemBridge Microformat,6240918,--,--,--,0,--,--,--
ChemBridge Microformat,6135649,--,--,--,0,--,--,--
ChemBridge Microformat,6135587,--,--,--,1,--,--,--
ChemBridge Microformat,6135699,--,--,--,0,--,--,--
ChemBridge Microformat,5868503,--,--,--,0,--,--,--
ChemBridge Microformat,6135761,--,--,--,0,--,--,--
ChemBridge Microformat,6135700,--,--,--,0,--,--,--
ChemBridge Microformat,5868966,--,--,--,0,--,--,--
ChemBridge Microformat,5869107,--,--,--,0,--,--,--
ChemBridge Microformat,5670473,--,--,--,0,--,--,--
ChemBridge Microformat,5670438,--,--,--,0,--,--,--
ChemBridge Microformat,5729701,--,--,--,0,--,--,--
ChemBridge Microformat,5729616,--,--,--,0,--,--,--
ChemBridge Microformat,5729446,--,--,--,0,--,--,--
ChemBridge Microformat,5669873,--,--,--,0,--,--,--
ChemBridge Microformat,5670098,--,--,--,0,--,--,--
ChemBridge Microformat,5729325,--,--,--,0,--,--,--
ChemBridge Microformat,5670145,--,--,--,0,--,--,--
ChemBridge Microformat,5670113,--,--,--,0,--,--,--
ChemBridge Microformat,5670329,--,--,--,0,--,--,--
ChemBridge Microformat,5729503,--,--,--,0,--,--,--
ChemBridge Microformat,6063331,--,--,--,0,--,--,--
ChemBridge Microformat,6055002,--,--,--,0,--,--,--
ChemBridge Microformat,6063302,--,--,--,0,--,--,--
ChemBridge Microformat,6131317,--,--,--,0,--,--,--
ChemBridge Microformat,6131277,--,--,--,0,--,--,--
ChemBridge Microformat,6131396,--,--,--,0,--,--,--
ChemBridge Microformat,6131330,--,--,--,1,--,--,--
ChemBridge Microformat,6131242,--,--,--,0,--,--,--
ChemBridge Microformat,6131238,--,--,--,0,--,--,--
ChemBridge Microformat,6131269,--,--,--,0,--,--,--
ChemBridge Microformat,6131264,--,--,--,0,--,--,--
ChemBridge Microformat,6240910,--,--,--,0,--,--,--
ChemBridge Microformat,6131525,--,--,--,0,--,--,--
ChemBridge Microformat,6131496,--,--,--,0,--,--,--
ChemBridge Microformat,6070398,--,--,--,0,--,--,--
ChemBridge Microformat,6055035,--,--,--,0,--,--,--
ChemBridge Microformat,6055046,--,--,--,0,--,--,--
ChemBridge Microformat,6044388,--,--,--,0,--,--,--
ChemBridge Microformat,6027105,--,--,--,0,--,--,--
ChemBridge Microformat,6027114,--,--,--,0,--,--,--
ChemBridge Microformat,6044387,--,--,--,0,--,--,--
ChemBridge Microformat,6066986,--,--,--,0,--,--,--
ChemBridge Microformat,6026782,--,--,--,0,--,--,--
ChemBridge Microformat,6044521,--,--,--,0,--,--,--
ChemBridge Microformat,6026972,--,--,--,0,--,--,--
ChemBridge Microformat,6026979,--,--,--,0,--,--,--
ChemBridge Microformat,6077769,--,--,--,0,--,--,--
ChemBridge Microformat,6077812,--,--,--,0,--,--,--
ChemBridge Microformat,6077741,--,--,--,0,--,--,--
ChemBridge Microformat,6077766,--,--,--,0,--,--,--
ChemBridge Microformat,6077685,--,--,--,0,--,--,--
ChemBridge Microformat,6077721,--,--,--,0,--,--,--
ChemBridge Microformat,6077673,--,--,--,0,--,--,--
ChemBridge Microformat,6077679,--,--,--,1,--,--,--
ChemBridge Microformat,6077833,--,--,--,0,--,--,--
ChemBridge Microformat,6077853,--,--,--,0,--,--,--
ChemBridge Microformat,6133065,--,--,--,0,--,--,--
ChemBridge Microformat,6135566,--,--,--,0,--,--,--
ChemBridge Microformat,6145912,--,--,--,0,--,--,--
ChemBridge Microformat,6145883,--,--,--,0,--,--,--
ChemBridge Microformat,6133087,--,--,--,0,--,--,--
ChemBridge Microformat,6133199,--,--,--,0,--,--,--
ChemBridge Microformat,6145977,--,--,--,0,--,--,--
ChemBridge Microformat,6240957,--,--,--,0,--,--,--
ChemBridge Microformat,6240967,--,--,--,0,--,--,--
ChemBridge Microformat,6070407,--,--,--,0,--,--,--
ChemBridge Microformat,6070427,--,--,--,0,--,--,--
ChemBridge Microformat,6070642,--,--,--,0,--,--,--
ChemBridge Microformat,6070650,--,--,--,0,--,--,--
ChemBridge Microformat,6070528,--,--,--,0,--,--,--
ChemBridge Microformat,6160027,--,--,--,0,--,--,--
ChemBridge Microformat,6240927,--,--,--,0,--,--,--
ChemBridge Microformat,6240932,--,--,--,0,--,--,--
ChemBridge Microformat,6240934,--,--,--,0,--,--,--
ChemBridge Microformat,6070757,--,--,--,0,--,--,--
ChemBridge Microformat,6240944,--,--,--,0,--,--,--
ChemBridge Microformat,6240946,--,--,--,0,--,--,--
ChemBridge Microformat,6240948,--,--,--,0,--,--,--
ChemBridge Microformat,6240949,--,--,--,0,--,--,--
ChemBridge Microformat,6024511,--,--,--,0,--,--,--
ChemBridge Microformat,6024441,--,--,--,0,--,--,--
ChemBridge Microformat,6024611,--,--,--,0,--,--,--
ChemBridge Microformat,6024587,--,--,--,0,--,--,--
ChemBridge Microformat,6024746,--,--,--,0,--,--,--
ChemBridge Microformat,6024643,--,--,--,0,--,--,--
ChemBridge Microformat,6024772,--,--,--,0,--,--,--
ChemBridge Microformat,6024768,--,--,--,0,--,--,--
ChemBridge Microformat,6024997,--,--,--,0,--,--,--
ChemBridge Microformat,6024883,--,--,--,0,--,--,--
ChemBridge Microformat,6179110,--,--,--,0,--,--,--
ChemBridge Microformat,6159917,--,--,--,0,--,--,--
ChemBridge Microformat,6159890,--,--,--,0,--,--,--
ChemBridge Microformat,5608222,--,--,--,0,--,--,--
ChemBridge Microformat,6199812,--,--,--,0,--,--,--
ChemBridge Microformat,6199763,--,--,--,0,--,--,--
ChemBridge Microformat,6199727,--,--,--,0,--,--,--
ChemBridge Microformat,6199632,--,--,--,0,--,--,--
ChemBridge Microformat,6199557,--,--,--,0,--,--,--
ChemBridge Microformat,6199405,--,--,--,0,--,--,--
ChemBridge Microformat,6199173,--,--,--,0,--,--,--
ChemBridge Microformat,6199125,--,--,--,1,--,--,--
ChemBridge Microformat,6200055,--,--,--,0,--,--,--
ChemBridge Microformat,6199895,--,--,--,0,--,--,--
ChemBridge Microformat,5925946,--,--,--,0,--,--,--
ChemBridge Microformat,5925960,--,--,--,0,--,--,--
ChemBridge Microformat,5925898,--,--,--,0,--,--,--
ChemBridge Microformat,5925906,--,--,--,0,--,--,--
ChemBridge Microformat,5925870,--,--,--,0,--,--,--
ChemBridge Microformat,5925891,--,--,--,0,--,--,--
ChemBridge Microformat,5925811,--,--,--,0,--,--,--
ChemBridge Microformat,5925831,--,--,--,0,--,--,--
ChemBridge Microformat,5925782,--,--,--,0,--,--,--
ChemBridge Microformat,5925808,--,--,--,0,--,--,--
ChemBridge Microformat,6033947,--,--,--,0,--,--,--
ChemBridge Microformat,6033888,--,--,--,0,--,--,--
ChemBridge Microformat,6147389,--,--,--,0,--,--,--
ChemBridge Microformat,6147397,--,--,--,0,--,--,--
ChemBridge Microformat,6147170,--,--,--,0,--,--,--
ChemBridge Microformat,6147262,--,--,--,0,--,--,--
ChemBridge Microformat,6147047,--,--,--,0,--,--,--
ChemBridge Microformat,6147058,--,--,--,0,--,--,--
ChemBridge Microformat,6147314,--,--,--,0,--,--,--
ChemBridge Microformat,6147327,--,--,--,0,--,--,--
ChemBridge Microformat,6147279,--,--,--,0,--,--,--
ChemBridge Microformat,6147311,--,--,--,0,--,--,--
ChemBridge Microformat,6034094,--,--,--,0,--,--,--
ChemBridge Microformat,6185158,--,--,--,0,--,--,--
ChemBridge Microformat,6185100,--,--,--,0,--,--,--
ChemBridge Microformat,6188149,--,--,--,0,--,--,--
ChemBridge Microformat,6188148,--,--,--,0,--,--,--
ChemBridge Microformat,6185003,--,--,--,0,--,--,--
ChemBridge Microformat,6188551,--,--,--,0,--,--,--
ChemBridge Microformat,6188412,--,--,--,0,--,--,--
ChemBridge Microformat,6185059,--,--,--,0,--,--,--
ChemBridge Microformat,6188774,--,--,--,0,--,--,--
ChemBridge Microformat,6188665,--,--,--,0,--,--,--
ChemBridge Microformat,6185479,--,--,--,0,--,--,--
ChemBridge Microformat,6185383,--,--,--,0,--,--,--
ChemBridge Microformat,6067621,--,--,--,0,--,--,--
ChemBridge Microformat,6034053,--,--,--,0,--,--,--
ChemBridge Microformat,5677533,--,--,--,0,--,--,--
ChemBridge Microformat,5677596,--,--,--,0,--,--,--
ChemBridge Microformat,5677641,--,--,--,0,--,--,--
ChemBridge Microformat,5677713,--,--,--,0,--,--,--
ChemBridge Microformat,5677721,--,--,--,1,--,--,--
ChemBridge Microformat,5677747,--,--,--,0,--,--,--
ChemBridge Microformat,5677748,--,--,--,0,--,--,--
ChemBridge Microformat,5677781,--,--,--,0,--,--,--
ChemBridge Microformat,5677875,--,--,--,0,--,--,--
ChemBridge Microformat,5677890,--,--,--,0,--,--,--
ChemBridge Microformat,6157127,--,--,--,0,--,--,--
ChemBridge Microformat,6157077,--,--,--,0,--,--,--
ChemBridge Microformat,6157148,--,--,--,0,--,--,--
ChemBridge Microformat,6157131,--,--,--,0,--,--,--
ChemBridge Microformat,6157230,--,--,--,0,--,--,--
ChemBridge Microformat,6157226,--,--,--,0,--,--,--
ChemBridge Microformat,6157321,--,--,--,0,--,--,--
ChemBridge Microformat,6157243,--,--,--,0,--,--,--
ChemBridge Microformat,6157340,--,--,--,0,--,--,--
ChemBridge Microformat,6157337,--,--,--,0,--,--,--
ChemBridge Microformat,5850066,--,--,--,0,--,--,--
ChemBridge Microformat,5849824,--,--,--,0,--,--,--
ChemBridge Microformat,5850130,--,--,--,0,--,--,--
ChemBridge Microformat,5850109,--,--,--,0,--,--,--
ChemBridge Microformat,5850192,--,--,--,0,--,--,--
ChemBridge Microformat,5850181,--,--,--,0,--,--,--
ChemBridge Microformat,5850247,--,--,--,3,--,--,--
ChemBridge Microformat,5850231,--,--,--,0,--,--,--
ChemBridge Microformat,5850328,--,--,--,0,--,--,--
ChemBridge Microformat,5850248,--,--,--,0,--,--,--
ChemBridge Microformat,6240237,--,--,--,0,--,--,--
ChemBridge Microformat,6240236,--,--,--,0,--,--,--
ChemBridge Microformat,6240218,--,--,--,0,--,--,--
ChemBridge Microformat,6240216,--,--,--,0,--,--,--
ChemBridge Microformat,6240233,--,--,--,0,--,--,--
ChemBridge Microformat,6240219,--,--,--,0,--,--,--
ChemBridge Microformat,6240210,--,--,--,0,--,--,--
ChemBridge Microformat,6240199,--,--,--,0,--,--,--
ChemBridge Microformat,6240214,--,--,--,0,--,--,--
ChemBridge Microformat,6240212,--,--,--,0,--,--,--
ChemBridge Microformat,6033708,--,--,--,0,--,--,--
ChemBridge Microformat,6237825,--,--,--,0,--,--,--
ChemBridge Microformat,6237833,--,--,--,0,--,--,--
ChemBridge Microformat,6237821,--,--,--,0,--,--,--
ChemBridge Microformat,6237824,--,--,--,0,--,--,--
ChemBridge Microformat,6237837,--,--,--,0,--,--,--
ChemBridge Microformat,6237838,--,--,--,0,--,--,--
ChemBridge Microformat,6237834,--,--,--,0,--,--,--
ChemBridge Microformat,6237835,--,--,--,0,--,--,--
ChemBridge Microformat,6237842,--,--,--,0,--,--,--
ChemBridge Microformat,6237843,--,--,--,0,--,--,--
ChemBridge Microformat,5116522,--,--,--,0,--,--,--
ChemBridge Microformat,5116575,--,--,--,0,--,--,--
ChemBridge Microformat,5307468,--,--,--,0,--,--,--
ChemBridge Microformat,5306602,--,--,--,0,--,--,--
ChemBridge Microformat,5558750,--,--,--,0,--,--,--
ChemBridge Microformat,5558448,--,--,--,0,--,--,--
ChemBridge Microformat,5116345,--,--,--,0,--,--,--
ChemBridge Microformat,5116353,--,--,--,0,--,--,--
ChemBridge Microformat,5116269,--,--,--,0,--,--,--
ChemBridge Microformat,5116329,--,--,--,0,--,--,--
ChemBridge Microformat,5116448,--,--,--,0,--,--,--
ChemBridge Microformat,5116494,--,--,--,0,--,--,--
ChemBridge Microformat,5305531,--,--,--,0,--,--,--
ChemBridge Microformat,5116358,--,--,--,0,--,--,--
ChemBridge Microformat,6151918,--,--,--,0,--,--,--
ChemBridge Microformat,6089504,--,--,--,0,--,--,--
ChemBridge Microformat,6089445,--,--,--,0,--,--,--
ChemBridge Microformat,6088833,--,--,--,0,--,--,--
ChemBridge Microformat,6088729,--,--,--,1,--,--,--
ChemBridge Microformat,6088663,--,--,--,1,--,--,--
ChemBridge Microformat,6088602,--,--,--,0,--,--,--
ChemBridge Microformat,6089439,--,--,--,0,--,--,--
ChemBridge Microformat,6089390,--,--,--,0,--,--,--
ChemBridge Microformat,6089206,--,--,--,0,--,--,--
ChemBridge Microformat,6089083,--,--,--,0,--,--,--
ChemBridge Microformat,6053787,--,--,--,0,--,--,--
ChemBridge Microformat,6062645,--,--,--,0,--,--,--
ChemBridge Microformat,6062660,--,--,--,0,--,--,--
ChemBridge Microformat,6062383,--,--,--,0,--,--,--
ChemBridge Microformat,6062449,--,--,--,0,--,--,--
ChemBridge Microformat,6062461,--,--,--,0,--,--,--
ChemBridge Microformat,6062470,--,--,--,0,--,--,--
ChemBridge Microformat,6062527,--,--,--,0,--,--,--
ChemBridge Microformat,6062587,--,--,--,0,--,--,--
ChemBridge Microformat,6062599,--,--,--,0,--,--,--
ChemBridge Microformat,6062628,--,--,--,0,--,--,--
ChemBridge Microformat,6151872,--,--,--,0,--,--,--
ChemBridge Microformat,6186498,--,--,--,0,--,--,--
ChemBridge Microformat,6193752,--,--,--,0,--,--,--
ChemBridge Microformat,6035067,--,--,--,0,--,--,--
ChemBridge Microformat,6151901,--,--,--,0,--,--,--
ChemBridge Microformat,5992867,--,--,--,0,--,--,--
ChemBridge Microformat,6034164,--,--,--,0,--,--,--
ChemBridge Microformat,6035020,--,--,--,0,--,--,--
ChemBridge Microformat,6152081,--,--,--,0,--,--,--
ChemBridge Microformat,6190145,--,--,--,0,--,--,--
ChemBridge Microformat,6034965,--,--,--,0,--,--,--
ChemBridge Microformat,5607343,--,--,--,0,--,--,--
ChemBridge Microformat,5607223,--,--,--,0,--,--,--
ChemBridge Microformat,6152114,--,--,--,0,--,--,--
ChemBridge Microformat,5606123,--,--,--,0,--,--,--
ChemBridge Microformat,5606030,--,--,--,0,--,--,--
ChemBridge Microformat,5605771,--,--,--,0,--,--,--
ChemBridge Microformat,5605756,--,--,--,0,--,--,--
ChemBridge Microformat,5607105,--,--,--,0,--,--,--
ChemBridge Microformat,5607067,--,--,--,0,--,--,--
ChemBridge Microformat,5363833,--,--,--,2,--,--,--
ChemBridge Microformat,5606499,--,--,--,0,--,--,--
ChemBridge Microformat,5937244,--,--,--,0,--,--,--
ChemBridge Microformat,5937225,--,--,--,0,--,--,--
ChemBridge Microformat,5937099,--,--,--,0,--,--,--
ChemBridge Microformat,5937089,--,--,--,0,--,--,--
ChemBridge Microformat,5937501,--,--,--,0,--,--,--
ChemBridge Microformat,5937364,--,--,--,0,--,--,--
ChemBridge Microformat,5937299,--,--,--,0,--,--,--
ChemBridge Microformat,5937256,--,--,--,0,--,--,--
ChemBridge Microformat,5265504,--,--,--,0,--,--,--
ChemBridge Microformat,5938112,--,--,--,0,--,--,--
ChemBridge Microformat,5938086,--,--,--,0,--,--,--
ChemBridge Microformat,5266068,--,--,--,0,--,--,--
ChemBridge Microformat,6152041,--,--,--,0,--,--,--
ChemBridge Microformat,6240125,--,--,--,0,--,--,--
ChemBridge Microformat,6240128,--,--,--,0,--,--,--
ChemBridge Microformat,5266599,--,--,--,0,--,--,--
