JBS lab ID	T1 ID	T2 ID	HY T2 plant ID	Gene-ration	Batch ID	T-DNA insertion		Date harvested	Location stored	Date sown	Notes	
						Homo/Hetero	No. of insertions					
32	14	18		T3	1			07/30/06			
32	14	19		T3	1			07/30/06			
32	14	20		T3	1			07/30/06			
32	14	21		T3	1			07/30/06			
32	14	22		T3	1			07/30/06			
32	14	23		T3	1			07/30/06			
32	14	24		T3	1			07/30/06			
32	14	25		T3	1			07/30/06			
32	14	26		T3	1			07/30/06			
32	14	27		T3	1			07/30/06			
32	14	28		T3	1			07/30/06			
32	14	29		T3	1			07/30/06			
32	14	30		T3	1			07/30/06			
32	14	31		T3	1			07/30/06			
32	14	32		T3	1			07/30/06			
32	14	33		T3	1			07/30/06			
32	14	34		T3	1			07/30/06			
32	14	35		T3	1			07/30/06			
32	14	36	32-14-36	T3	1			07/30/06			
33	4	1		T3	1			10/26/06			
33	4	2		T3	1			10/26/06			
33	4	3		T3	1			10/26/06			
33	4	4		T3	1			10/26/06			
33	4	5		T3	1			10/26/06			
33	4	6		T3	1			10/26/06			
33	4	7		T3	1			10/26/06			
33	4	8		T3	1			10/26/06			
33	4	9		T3	1			10/26/06			
33	4	10		T3	1			10/26/06			
33	4	11		T3	1			10/26/06			
33	4	12		T3	1			10/26/06			
33	4	13		T3	1			10/26/06			
33	4	14		T3	1			10/26/06			
33	4	15		T3	1			10/26/06			
33	4	16		T3	1			10/26/06			
33	4	17		T3	1			10/26/06			
33	4	18		T3	1			10/26/06			
33	4	19		T3	1			10/26/06			
33	4	20		T3	1			10/26/06			
33	4	21		T3	1			10/26/06			
33	4	22		T3	1			10/26/06			
33	4	23		T3	1			10/26/06			
33	4	24		T3	1			10/26/06			
33	4	25		T3	1			10/26/06			
33	4	26		T3	1			10/26/06			
33	4	27		T3	1			10/26/06			
33	4	28		T3	1			10/26/06			
33	4	29		T3	1			10/26/06			
33	4	30		T3	1			10/26/06			
33	18	1		T3	1			10/16/06			
33	18	2		T3	1			10/16/06			
33	18	3		T3	1			10/16/06			
33	18	4		T3	1			10/16/06			
33	18	5		T3	1			10/16/06			
33	18	6		T3	1			10/16/06			
33	18	7		T3	1			10/16/06			
33	18	8		T3	1			10/16/06			
33	18	9		T3	1			10/16/06			
33	18	10		T3	1			10/16/06			
33	18	11		T3	1			10/16/06			
33	18	12		T3	1			10/16/06			
33	18	13		T3	1			10/16/06			
33	18	14		T3	1			10/16/06			
33	18	15		T3	1			10/16/06			
33	18	16		T3	1			10/16/06			
33	18	17		T3	1			10/16/06			
33	18	18		T3	1			10/16/06			
33	18	19		T3	1			10/16/06			
33	18	20		T3	1			10/16/06			
33	18	21		T3	1			10/16/06			
33	18	22		T3	1			10/16/06			
33	18	23		T3	1			10/16/06			
33	18	24		T3	1			10/16/06			
33	18	25		T3	1			10/16/06			
33	18	26		T3	1			10/16/06			
33	36	1		T3	1			10/16/06			
33	36	2		T3	1			10/16/06			
33	36	3		T3	1			10/16/06			
33	36	4		T3	1			10/16/06			
33	36	5		T3	1			10/16/06			
33	36	6		T3	1			10/16/06			
33	36	7		T3	1			10/16/06			
33	36	8		T3	1			10/16/06			
33	36	9		T3	1			10/16/06			
33	36	10		T3	1			10/16/06			
33	36	11		T3	1			10/16/06			
33	36	12		T3	1			10/16/06			
33	36	13		T3	1			10/16/06			
33	36	14		T3	1			10/16/06			
33	36	15		T3	1			10/16/06			
33	36	16		T3	1			10/16/06			
33	36	17		T3	1			10/16/06			
33	36	18		T3	1			10/16/06			
33	36	19		T3	1			10/16/06			
33	36	20		T3	1			10/16/06			
33	36	21		T3	1			10/16/06			
33	36	22		T3	1			10/16/06			
33	36	23		T3	1			10/16/06			
33	36	24		T3	1			10/16/06			
33	36	25		T3	1			10/16/06			
33	36	26		T3	1			10/16/06			
33	36	27		T3	1			10/16/06			
33	36	28		T3	1			10/16/06			
34	10	01		T3	1			03/03/06	"Box1, RT"		
34	10	02		T3	1			03/03/06	"Box1, RT"		
34	10	03		T3	1			03/03/06	"Box1, RT"		
34	10	05		T3	1			03/03/06	"Box1, RT"		
34	10	12		T3	1			03/03/06	"Box1, RT"		
34	10	15		T3	1			03/03/06	"Box1, RT"		
34	10	16		T3	1			03/03/06	"Box1, RT"		
34	10	19		T3	1			03/03/06	"Box1, RT"		
34	10	20		T3	1			03/03/06	"Box1, RT"		
34	10	23		T3	1			03/03/06	"Box1, RT"		
34	10	24		T3	1			03/03/06	"Box1, RT"		
34	10	27		T3	1			03/03/06	"Box1, RT"		
34	10	28		T3	1			03/03/06	"Box1, RT"		
34	10	31		T3	1			03/03/06	"Box1, RT"		
34	10	32		T3	1			03/03/06	"Box1, RT"		
34	10	34		T3	1			03/03/06	"Box1, RT"		
34	10	35		T3	1			03/03/06	"Box1, RT"		
34	10	36		T3	1			03/03/06	"Box1, RT"		
34	30	01		T3	1			03/02/06	"Box1, RT"		
34	30	02		T3	1			03/02/06	"Box1, RT"		
34	30	03		T3	1			03/02/06	"Box1, RT"		
34	30	04		T3	1			03/02/06	"Box1, RT"		
34	30	05		T3	1			03/02/06	"Box1, RT"		
34	30	06		T3	1			03/02/06	"Box1, RT"		
34	30	07		T3	1			03/02/06	"Box1, RT"		
34	30	08		T3	1			03/02/06	"Box1, RT"		
34	30	09		T3	1			03/02/06	"Box1, RT"		
34	30	10		T3	1			03/02/06	"Box1, RT"		
34	30	11		T3	1			03/02/06	"Box1, RT"		
34	30	12		T3	1			03/02/06	"Box1, RT"		
34	30	13		T3	1			03/02/06	"Box1, RT"		
34	30	15		T3	1			03/02/06	"Box1, RT"		
34	30	16		T3	1			03/02/06	"Box1, RT"		
34	30	17		T3	1			03/02/06	"Box1, RT"		
34	30	18		T3	1			03/02/06	"Box1, RT"		
34	30	19		T3	1			03/02/06	"Box1, RT"		
34	30	20		T3	1			03/02/06	"Box1, RT"		
34	30	21		T3	1			03/02/06	"Box1, RT"		
34	30	23		T3	1			03/02/06	"Box1, RT"		
34	30	25		T3	1			03/02/06	"Box1, RT"		
34	30	27		T3	1			03/02/06	"Box1, RT"		
34	30	29		T3	1			03/02/06	"Box1, RT"		
34	30	31		T3	1			03/02/06	"Box1, RT"		
34	30	32		T3	1			03/02/06	"Box1, RT"		
34	30	33		T3	1			03/02/06	"Box1, RT"		
34	30	34		T3	1			03/02/06	"Box1, RT"		
34	30	36		T3	1			03/02/06	"Box1, RT"		
34	32	03	34-32-3	T3	1	Hetero		03/01/06	"Box1, RT"	Mar 06	
34	32	05		T3	1			03/01/06	"Box1, RT"		
34	32	06		T3	1			03/01/06	"Box1, RT"		
34	32	07		T3	1			03/01/06	"Box1, RT"		
34	32	09		T3	1			03/01/06	"Box1, RT"		
34	32	10		T3	1			03/01/06	"Box1, RT"		
34	32	11		T3	1			03/01/06	"Box1, RT"		
34	32	12	34-32-12	T3	1	Hetero		03/01/06	"Box1, RT"	Mar 06	
34	32	13	34-32-13	T3	1	Homo		03/01/06	"Box1, RT"	Mar 06	
34	32	14	34-32-14	T3	1	Homo		03/01/06	"Box1, RT"	Mar 06	
34	32	15	34-32-15	T3	1	Hetero		03/01/06	"Box1, RT"	Mar 06	
34	32	16	34-32-16	T3	1	Homo		03/01/06	"Box1, RT"	Mar 06	
34	32	17	34-32-17	T3	1	Homo		03/01/06	"Box1, RT"	Mar 06	
34	32	18	34-32-18	T3	1	Hetero		03/01/06	"Box1, RT"	Mar 06	
34	32	19	34-32-19	T3	1	Hetero		03/01/06	"Box1, RT"	Mar 06	
34	32	20	34-32-20	T3	1	Hetero		03/01/06	"Box1, RT"	Mar 06	
34	32	21		T3	1			03/01/06	"Box1, RT"		
34	32	22		T3	1			03/01/06	"Box1, RT"		
34	32	23	34-32-23	T3	1	Hetero		03/01/06	"Box1, RT"	Mar 06	
34	32	24	34-32-24	T3	1	Hetero		03/01/06	"Box1, RT"	Mar 06	
34	32	25		T3	1			03/01/06	"Box1, RT"		
34	32	26		T3	1			03/01/06	"Box1, RT"		
34	32	27		T3	1			03/01/06	"Box1, RT"		
34	32	28		T3	1			03/01/06	"Box1, RT"		
34	32	29		T3	1			03/01/06	"Box1, RT"		
34	32	30		T3	1			03/01/06	"Box1, RT"		
34	32	31		T3	1			03/01/06	"Box1, RT"		
34	32	32		T3	1			03/01/06	"Box1, RT"		
34	32	33		T3	1			03/01/06	"Box1, RT"		
34	32	34		T3	1			03/01/06	"Box1, RT"		
34	32	35		T3	1			03/01/06	"Box1, RT"		
34	32	36		T3	1			03/01/06	"Box1, RT"		
34	39	02	34-39-2	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	03	34-39-3	T3	1	Homo		03/09/06	"Box1, RT"	Apr 06	
01	01	08	1-1-8	T4	1	Hetero		07/12/06	Box1 at 4		
1	6	2		T4	1	Homo		10/26/06	Box1 at 4		
1	6	4		T4	1	Homo		10/18/06	Box1 at 4		
01	13	11	1-13-11	T4	1	Homo		07/10/06	Box1 at 4		
01	13	17	1-13-17	T4	1	Homo		07/13/00	Box1 at 4		
01	13	28	1-13-28	T4	1	Homo		07/13/00	Box1 at 4		
01	13	30		T4	1	Homo		07/19/06	Box1 at 4		
4	16	4		T4	1	Homo		10/09/06	Box1 at 4		
4	16	6		T4	1	Homo		09/28/06	Box1 at 4		
8	7	1		T4	1	Homo		10/18/06	Box1 at 4		
8	7	2		T4	1	Homo		10/23/06	Box1 at 4		
08	17	06		T4	1	Homo		08/15/06	Box1 at 4		
08	17	10		T4	1	Homo		07/30/06	Box1 at 4		
09	03	03		T4	1	Homo		08/23/06	Box1 at 4		
09	03	07		T4	1	Homo		08/23/06	Box1 at 4		
09	03	11		T4	2	Homo		09/07/06	Box1 at 4		
09	04	02		T4	1	Homo		07/30/06	Box1 at 4		
09	04	05		T4	1	Homo		07/26/06	Box1 at 4		
09	04	13		T4	1	Homo		08/08/06	Box1 at 4		
17	13	10		T4	1	Homo		08/29/06	Box1 at 4		
17	13	13		T4	1	Homo		08/22/06	Box1 at 4		
17	13	17		T4	1	Homo		08/15/06	Box1 at 4		
17	13	18		T4	1	Homo		08/29/06	Box1 at 4		
17	17	03		T4	1	Homo		07/30/06	Box1 at 4		
17	17	07		T4	1	Homo		07/30/06	Box1 at 4		
17	17	09		T4	1	Homo		08/11/06	Box1 at 4		
17	17	12		T4	1	Homo		07/30/06	Box1 at 4		
18	6	4		T4	1	Homo		10/23/06	Box1 at 4		
18	11	5		T4	1	Homo		10/26/06	Box1 at 4		
18	22	9		T4	1	Homo		10/23/06	Box1 at 4		
20	02	07	20-2-7	T4	1	Homo		07/13/00	Box1 at 4		
20	02	10	20-2-10	T4	1	Homo		07/10/06	Box1 at 4		
20	02	15	20-2-15	T4	1	Homo		07/12/06	Box1 at 4		
20	02	19	20-2-19	T4	1	Homo		07/12/06	Box1 at 4		
20	08	05		T4	1	Homo		08/29/06	Box1 at 4		
20	08	25		T4	1	Homo		07/30/06	Box1 at 4		
20	08	32		T4	1	Homo		08/15/06	Box1 at 4		
22	6	7		T4	1	Homo		09/26/06	Box1 at 4		
22	6	10		T4	1	Homo		09/28/06	Box1 at 4		
22	6	12		T4	1	Homo		09/26/06	Box1 at 4		
22	8	3		T4	1	Homo		09/26/06	Box1 at 4		
22	8	4		T4	1	Homo		09/26/06	Box1 at 4		
23	06	07		T4	1	Homo		08/15/06	Box1 at 4		
23	06	10		T4	1	Homo		08/14/06	Box1 at 4		
23	15	03		T4	1	Homo		08/14/06	Box1 at 4		
23	15	08		T4	1	Homo		08/31/06	Box1 at 4		
23	15	09		T4	1	Homo		08/15/06	Box1 at 4		
23	15	12		T4	1	Homo		09/07/06	Box1 at 4		
24	02	09		T4	1	Homo		07/30/06	Box1 at 4		
24	02	14		T4	1	Homo		08/17/06	Box1 at 4		
24	02	16		T4	1	Homo		08/15/06	Box1 at 4		
24	07	19		T4	1	Homo		08/15/06	Box1 at 4		
24	08	15		T4	1	Homo		08/17/06	Box1 at 4		
24	08	16		T4	1	Homo		08/17/06	Box1 at 4		
24	08	17		T4	1	Homo		08/17/06	Box1 at 4		
26	13	02		T4	1	Homo		08/15/06	Box1 at 4		
26	13	11		T4	1	Homo		08/14/06	Box1 at 4		
26	21	8		T4	1	Homo		08/29/06	Box1 at 4		
26	29	09		T4	1	Homo		08/15/06	Box1 at 4		
26	29	22		T4	1	Homo		08/15/06	Box1 at 4		
28	6	8		T4	1	Homo		09/28/06	Box1 at 4		
28	6	12		T4	1	Homo		10/09/06	Box1 at 4		
29	07	27	29-7-27	T4	1	Homo		07/10/06	Box1 at 4		
29	13	20		T4	1	Homo		08/23/06	Box1 at 4		
29	13	22		T4	1	Homo		07/30/06	Box1 at 4		
29	13	30		T4	1	Homo		07/30/06	Box1 at 4		
31	05	01		T4	1	Homo		08/14/06	Box1 at 4		
31	05	02		T4	1	Homo		08/14/06	Box1 at 4		
31	05	04		T4	1	Homo		08/14/06	Box1 at 4		
31	05	07		T4	1	Homo		08/29/06	Box1 at 4		
31	05	09		T4	1	Homo		08/14/06	Box1 at 4		
31	18	14		T4	1	Homo		08/15/06	Box1 at 4		
32	3	3		T4	1	Homo		09/26/06	Box1 at 4		
32	3	10		T4	1	Homo		09/28/06	Box1 at 4		
32	14	1		T4	1	Homo		09/28/06	Box1 at 4		
32	14	2		T4	1	Homo		10/09/06	Box1 at 4		
34	32	13	34-32-13	T4	1	Homo		06/02/06	Box1 at 4		
34	32	14	34-32-14	T4	1	Homo		06/15/06	Box1 at 4		
34	32	16	34-32-16	T4	1	Homo		06/20/06	Box1 at 4		
34	32	17	34-32-17	T4	1	Homo		06/20/06	Box1 at 4		
34	39	04		T4	1	Homo		07/30/06	Box1 at 4		
34	39	08	34-39-8	T4	1	Homo		06/02/06	Box1 at 4		
34	39	23	34-39-23	T4	1	Homo		07/12/06	Box1 at 4		
34	39	27	34-39-27	T4	1	Homo		06/20/06	Box1 at 4		
34	39	27	34-39-27	T4	2	Homo		07/10/06	Box1 at 4		
34	39	04	34-39-4	T3	1	Homo		03/09/06	"Box1, RT"	Apr 06	
34	39	07	34-39-7	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	08	34-39-8	T3	1	Homo		03/09/06	"Box1, RT"	Apr 06	
34	39	09	34-39-9	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	10	34-39-10	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	11	34-39-11	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	12	34-39-12	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	14		T3	1			03/09/06	"Box1, RT"		
34	39	16	34-39-16	T3	1	Hetero 		03/09/06	"Box1, RT"	Apr 06	very little KanS
34	39	17	34-39-17	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	18	34-39-18	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	19	34-39-19	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	20	34-39-20	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	21	34-39-21	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	22	34-39-22	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	23	34-39-23	T3	1	Homo		03/09/06	"Box1, RT"	Apr 06	
34	39	24	34-39-24	T3	1	Homo		03/09/06	"Box1, RT"	Apr 06	
34	39	25	34-39-25	T3	1	Hetero		03/09/06	"Box1, RT"	Apr 06	
34	39	27	34-39-27	T3	1	Homo		03/09/06	"Box1, RT"	Apr 06	
34	39	27	34-39-27	T3	2	Homo		07/10/06	"Box1, RT"	Apr 06	
34	39	28		T3	1			07/10/06	"Box1, RT"		
34	39	29		T3	1			07/10/06	"Box1, RT"		
34	39	30		T3	1			07/10/06	"Box1, RT"		
34	39	31		T3	1			07/10/06	"Box1, RT"		
34	39	32		T3	1			07/10/06	"Box1, RT"		
34	39	34		T3	1			07/10/06	"Box1, RT"		
34	39	35		T3	1			07/10/06	"Box1, RT"		
34	39	36		T3	1			07/10/06	"Box1, RT"		
