Library	ID	Plate	Well	Raw Value	Score	Stdev
MS	L200794	AT015-01	C04	2997	1.019224048	147.651617
MS	L201731	AT015-01	C05	3536.333333	1.235295402	199.8407699
MS	L202029	AT015-01	C06	4724	1.276840633	825.5888807
MS	ST043438	AT015-01	C07	4555.666667	1.348126745	119.3496264
MS	ST006480	AT015-01	C08	4026	1.36916784	166.5322792
MS	ST006518	AT015-01	C09	2471.333333	0.863274589	107.7326939
MS	ST006562	AT015-01	C10	5157.666667	1.39405554	597.5193163
MS	ST006576	AT015-01	C11	4688.333333	1.387385869	116.362938
MS	L200093	AT015-01	D02	3944.666667	1.341507883	242.9512983
MS	L200220	AT015-01	D03	3426.333333	1.196870717	139.155788
MS	L200875	AT015-01	D04	4720.666667	1.275939673	1189.839205
MS	L201758	AT015-01	D05	5755	1.703037116	1087.939337
MS	L202266	AT015-01	D06	5051	1.717751306	960.7876977
MS	ST006445	AT015-01	D07	3709.666667	1.29584339	166.7703011
MS	ST006481	AT015-01	D08	4841	1.308464332	904.3517015
MS	ST006523	AT015-01	D09	4292.333333	1.270200344	365.133309
MS	ST006565	AT015-01	D10	3938	1.339240674	399.6661106
MS	ST006582	AT015-01	D11	3712.666667	1.296891336	164.451614
MS	L200107	AT015-01	E02	42082	11.3742607	22393.03282
MS	L200336	AT015-01	E03	8126.333333	2.404769293	1187.453718
MS	L201014	AT015-01	E04	8455.333333	2.875501856	1193.398648
MS	L201766	AT015-01	E05	2819	0.984719881	146.8094002
MS	L202274	AT015-01	E06	9981	2.697744784	2486.062751
MS	ST006453	AT015-01	E07	13108	3.878959255	3775.010331
MS	ST006483	AT015-01	E08	13079.66667	4.448151752	3809.214792
MS	ST006527	AT015-01	E09	3365.666667	1.175678921	182.3248018
MS	ST006567	AT015-01	E10	15238.66667	4.118829127	5070.476243
MS	ST006589	AT015-01	E11	3562.666667	1.054275163	192.0451336
MS	L200115	AT015-01	F02	3125.666667	1.062981192	109.0244621
MS	L200344	AT015-01	F03	3234.666667	1.129918614	272.6193928
MS	L201030	AT015-01	F04	57210	15.46317795	35518.80346
MS	L201790	AT015-01	F05	3730.666667	1.103990235	57.27419431
MS	L202487	AT015-01	F06	3191.666667	1.085426566	15.30795
MS	ST006457	AT015-01	F07	2727.666667	0.952815748	98.04250779
MS	ST006503	AT015-01	F08	27448.33333	7.418955825	9133.491465
MS	ST006552	AT015-01	F09	3744.666667	1.108133157	63.31139971
MS	ST006568	AT015-01	F10	3200.333333	1.088373938	70.51477387
MS	ST006596	AT015-01	F11	3605.333333	1.259398159	351.8896607
MS	L200123	AT015-01	G02	4885.666667	1.320537197	1353.233658
MS	L200352	AT015-01	G03	2534	0.749868992	230.8397713
MS	L201049	AT015-01	G04	2175	0.739677112	236.6579811
MS	L201804	AT015-01	G05	3753	1.310980387	199.7198037
MS	L202614	AT015-01	G06	5443.333333	1.47126782	894.9068853
MS	ST006459	AT015-01	G07	4244.333333	1.255996038	75.22189398
MS	ST006506	AT015-01	G08	3708	1.261021945	40.95119046
MS	ST006556	AT015-01	G09	2869	1.002185647	126.8345379
MS	ST006570	AT015-01	G10	4988	1.348196672	814.2708395
MS	ST006597	AT015-01	G11	4180.333333	1.237056963	63.63437226
MS	L200158	AT015-01	H02	3564	1.212050219	91.65696918
MS	L200468	AT015-01	H03	3860.333333	1.348473565	143.308525
MS	L201103	AT015-01	H04	4506.666667	1.218098036	1031.722023
MS	L201812	AT015-01	H05	3537.666667	1.046877087	258.5272391
MS	L202622	AT015-01	H06	3062.666667	1.041556061	250.2725181
MS	ST006468	AT015-01	H07	4020.666667	1.404480454	41.96824196
MS	ST006508	AT015-01	H08	3921.666667	1.059979541	851.888686
MS	ST006558	AT015-01	H09	4680.333333	1.385018485	146.7389973
MS	ST006572	AT015-01	H10	3982.666667	1.354430978	67.89943544
MS	ST006598	AT015-01	H11	2847.333333	0.994617148	182.4837892
MS	L202630	AT016-01	A02	39384.66667	10.6452038	10321.39377
MS	L203890	AT016-01	A03	8699.333333	2.574333197	763.2852241
MS	L209872	AT016-01	A04	9215.666667	3.134077104	773.2589045
MS	L214493	AT016-01	A05	3150.333333	1.100459689	161.1127969
MS	L216097	AT016-01	A06	8255.666667	2.231407844	873.14909
MS	ST006606	AT016-01	A07	14759.33333	4.367626841	1190.92667
MS	ST006631	AT016-01	A08	15024.33333	5.109496774	1385.06835
MS	ST006673	AT016-01	A09	3548	1.239370747	317.9355281
MS	ST006694	AT016-01	A10	38586	10.42933376	13117.98959
MS	ST006747	AT016-01	A11	3612	1.068874033	137.0109485
MS	L202649	AT016-01	B02	3287.333333	1.117961023	95.81405603
MS	L203912	AT016-01	B03	3676.333333	1.284199546	197.8543235
MS	L209880	AT016-01	B04	31549.66667	8.527497114	14013.18502
MS	L214558	AT016-01	B05	3657	1.08219057	62.38589584
MS	L216100	AT016-01	B06	3330.666667	1.132697885	34.07834112
MS	ST006607	AT016-01	B07	3276	1.144356981	206.303175
MS	ST006632	AT016-01	B08	15151.66667	4.095314069	7239.457461
MS	ST006674	AT016-01	B09	2935.666667	0.868731415	295.5965719
MS	ST006704	AT016-01	B10	2564.333333	0.872082149	180.6248414
MS	ST006780	AT016-01	B11	2770.666667	0.967836307	32.34707612
MS	L202657	AT016-01	C02	5273	1.425228759	1084.034594
MS	L204099	AT016-01	C03	3771	1.115925797	157.1623365
MS	L210714	AT016-01	C04	3383	1.15049548	167.2244001
MS	L214566	AT016-01	C05	2705	0.944897934	227.8222992
MS	L216186	AT016-01	C06	4006.333333	1.082863927	724.8788405
MS	ST006619	AT016-01	C07	3384	1.001403579	88.83130079
MS	ST006633	AT016-01	C08	2850.666667	0.969458798	85.42443054
MS	ST006677	AT016-01	C09	2723	0.95118561	155.4059201
MS	ST006705	AT016-01	C10	3537.666667	0.956188939	652.7436965
MS	ST006787	AT016-01	C11	3585	1.060884111	181.5296119
MS	L202665	AT016-01	D02	3156	1.073296995	91.42756696
MS	L204404	AT016-01	D03	3091.666667	1.079966524	349.9847616
MS	L211354	AT016-01	D04	5078.666667	1.372702786	1275.988375
MS	L214701	AT016-01	D05	3558.333333	1.05299283	74.96888243
MS	L216194	AT016-01	D06	3088	1.050171458	52.84884105
MS	ST006621	AT016-01	D07	3467.333333	1.211192645	127.3040979
MS	ST006638	AT016-01	D08	3989	1.078178934	791.1516922
MS	ST006682	AT016-01	D09	4308	1.274836472	214.7766282
MS	ST006713	AT016-01	D10	3841.333333	1.306366135	157.817405
MS	ST006805	AT016-01	D11	3992.333333	1.394583187	276.1599778
MS	L203343	AT016-01	E02	45959.33333	12.42225747	17086.39758
MS	L204471	AT016-01	E03	6615.666667	1.957728215	913.0001825
MS	L211435	AT016-01	E04	6580	2.237735813	758.0474919
MS	L214892	AT016-01	E05	3407.333333	1.190233726	34.21013495
MS	L216240	AT016-01	E06	5216.333333	1.409912438	1395.557356
MS	ST006625	AT016-01	E07	12247.33333	3.624268156	860.9438619
MS	ST006639	AT016-01	E08	12330.66667	4.19343076	851.9990219
MS	ST006686	AT016-01	E09	2406.666667	0.840685531	134.7973788
MS	ST006723	AT016-01	E10	41645	11.25614483	16199.65898
MS	ST006810	AT016-01	E11	3925	1.161497946	725.9428352
MS	L203408	AT016-01	F02	3344	1.137232304	592.103876
MS	L204919	AT016-01	F03	3603.666667	1.258815967	166.5062561
MS	L213918	AT016-01	F04	33092.66667	8.944551538	3188.398396
MS	L214965	AT016-01	F05	3129.666667	0.926140485	44.37717131
MS	L216259	AT016-01	F06	2849.666667	0.969118717	56.65980351
MS	ST006626	AT016-01	F07	3009	1.051089791	130.4262244
MS	ST006640	AT016-01	F08	38836.66667	10.49708596	17417.83897
MS	ST006688	AT016-01	F09	3704.333333	1.096197594	222.4619818
MS	ST006725	AT016-01	F10	3305.666667	1.124195849	255.3161439
MS	ST006821	AT016-01	F11	1881.333333	0.657178551	57.72636602
MS	L203416	AT016-01	G02	4416	1.193591921	999.9864999
MS	L208337	AT016-01	G03	4070.666667	1.204604069	7.094598885
MS	L214205	AT016-01	G04	3479.666667	1.183370018	72.05784713
MS	L215473	AT016-01	G05	3658.333333	1.277911871	102.3197602
MS	L216267	AT016-01	G06	4652	1.257379895	964.8352191
MS	ST006627	AT016-01	G07	4136.333333	1.224036349	129.3921687
MS	ST006641	AT016-01	G08	3426.333333	1.165232342	174.3339707
MS	ST006690	AT016-01	G09	3633.666667	1.269295426	483.8556947
MS	ST006737	AT016-01	G10	4355.666667	1.177284544	1112.065346
MS	ST006828	AT016-01	G11	4581	1.355623463	189.3647274
MS	L203769	AT016-01	H02	3843.333333	1.307046298	241.8394784
MS	L209864	AT016-01	H03	3274.666667	1.143891227	61.41932378
MS	L214213	AT016-01	H04	4020.666667	1.086738055	354.5057592
MS	L215627	AT016-01	H05	4143	1.22600917	267.7069293
MS	L216275	AT016-01	H06	3511	1.194025903	205.2486297
MS	ST006629	AT016-01	H07	3807	1.329843415	146.2155942
MS	ST006643	AT016-01	H08	5291	1.430093944	726.6388374
MS	ST006693	AT016-01	H09	4450.333333	1.316956185	136.1775801
MS	ST006746	AT016-01	H10	3797	1.291289192	159.5023511
MS	ST006834	AT016-01	H11	1155.333333	0.40357563	86.31531343
MS	L216291	AT017-01	A02	3612	1.006996906	283.6917341
MS	L216984	AT017-01	A03	3175	0.8898456	542.01107
MS	L217476	AT017-01	A04	2876.333333	0.828427078	356.7973281
MS	L217905	AT017-01	A05	3023.666667	0.806502282	265.5980673
MS	L218219	AT017-01	A06	3278.666667	0.914066221	109.4181582
MS	ST006841	AT017-01	A07	3254.666667	0.912173485	446.4552982
MS	ST006956	AT017-01	A08	3291.666667	0.948049299	299.9672204
MS	ST007153	AT017-01	A09	3299.666667	0.880119732	275.4711116
MS	ST007296	AT017-01	A10	4401.666667	1.2271497	833.50005
MS	ST007378	AT017-01	A11	3327	0.932446083	334.1616375
MS	L216518	AT017-01	B02	3066.333333	0.883149924	330.8509231
MS	L216992	AT017-01	B03	2951	0.78711991	103.1309847
MS	L217506	AT017-01	B04	3584.666667	0.99937659	606.4192719
MS	L217921	AT017-01	B05	4118	1.154136751	1128.409943
MS	L218243	AT017-01	B06	3853.666667	1.109913716	191.7715655
MS	ST006842	AT017-01	B07	4376.333333	1.167298915	216.689486
MS	ST006974	AT017-01	B08	3827	1.066937198	159.8780785
MS	ST007156	AT017-01	B09	3230	0.905260249	268.7824399
MS	ST007318	AT017-01	B10	4185.333333	1.205438683	177.2408907
MS	ST007381	AT017-01	B11	2604	0.694564638	141.1701102
MS	L216585	AT017-01	C02	3317.333333	0.92484618	332.1179509
MS	L217018	AT017-01	C03	3022.666667	0.847151696	585.4308954
MS	L217530	AT017-01	C04	4425	1.274466272	415.1734577
MS	L217972	AT017-01	C05	2710.666667	0.723015826	236.2336414
MS	L218251	AT017-01	C06	3120.666667	0.870017076	120.1429704
MS	ST006843	AT017-01	C07	6207.666667	1.73979996	5599.014586
MS	ST006998	AT017-01	C08	3842	1.106553541	206.550236
MS	ST007165	AT017-01	C09	3992	1.064785727	434.6044178
MS	ST007334	AT017-01	C10	3941	1.098719493	174.859944
MS	ST007383	AT017-01	C11	3681.333333	1.031753786	840.3179954
MS	L216593	AT017-01	D02	3241	0.93345654	619.4699347
MS	L217093	AT017-01	D03	3216	0.857803331	228.8077796
MS	L217557	AT017-01	D04	3217.333333	0.896966975	235.2898921
MS	L218022	AT017-01	D05	4565.333333	1.279509223	472.0236576
MS	L219843	AT017-01	D06	2752.333333	0.792713221	254.7574009
MS	ST006918	AT017-01	D07	3536.666667	0.943334716	308.6135663
MS	ST007039	AT017-01	D08	3381.333333	0.942688872	45.6216323
MS	ST007181	AT017-01	D09	3280.666667	0.919460409	262.3077073
MS	ST007367	AT017-01	D10	2664.333333	0.767367903	448.7720282
MS	ST007384	AT017-01	D11	3171	0.845800486	168.769073
MS	L216763	AT017-01	E02	4430.666667	1.235234669	200.8490312
MS	L217107	AT017-01	E03	4792.333333	1.34312968	513.0305384
MS	L217603	AT017-01	E04	2759.333333	0.794729326	229.521967
MS	L218065	AT017-01	E05	3872.333333	1.03286705	374.9831107
MS	L220388	AT017-01	E06	3504.666667	0.977073226	313.646829
MS	ST006925	AT017-01	E07	3200	0.896852259	245.5056008
MS	ST007060	AT017-01	E08	3136	0.903214967	233.9038264
MS	ST007209	AT017-01	E09	5392.666667	1.438385395	275.5818088
MS	ST007370	AT017-01	E10	3780	1.053833972	141.7427247
MS	ST007387	AT017-01	E11	3416.666667	0.95757663	365.4098156
MS	L216771	AT017-01	F02	4084.333333	1.17634917	995.7481275
MS	L217417	AT017-01	F03	3396.333333	0.905903622	474.7655562
MS	L217662	AT017-01	F04	3380.666667	0.942503011	427.9489845
MS	L218081	AT017-01	F05	4110.333333	1.151988042	484.0013774
MS	L220396	AT017-01	F06	5770	1.661846416	427.2388091
MS	ST006939	AT017-01	F07	3394.666667	0.905459072	84.67782079
MS	ST007083	AT017-01	F08	3626	1.010899995	281.8315099
MS	ST007211	AT017-01	F09	4077	1.142645831	135.709248
MS	ST007371	AT017-01	F10	3689	1.062487249	158.981131
MS	ST007391	AT017-01	F11	3313	0.883676131	121.1321592
MS	L216798	AT017-01	G02	5303	1.478434273	0
MS	L217425	AT017-01	G03	3044	0.853130711	0
MS	L217840	AT017-01	G04	3814	1.098489121	0
MS	L218103	AT017-01	G05	3613	0.963695098	0
MS	L220418	AT017-01	G06	3751.666667	1.045934863	427.3339834
MS	ST006942	AT017-01	G07	3428	0.960752982	145.3719368
MS	ST007123	AT017-01	G08	3691	1.063063279	802.9028584
MS	ST007244	AT017-01	G09	6478	1.727876237	93.79232378
MS	ST007372	AT017-01	G10	2796	0.779502589	216.1758543
MS	ST007392	AT017-01	G11	4206.666667	1.178987032	392.8922668
MS	L216895	AT017-01	H02	7311.666667	2.105869505	371.0543536
MS	L217468	AT017-01	H03	6269.333333	1.6722186	791.3547456
MS	L217867	AT017-01	H04	3315.333333	0.924288596	225.2672487
MS	L218189	AT017-01	H05	6583.333333	1.845086678	788.0484334
MS	L220442	AT017-01	H06	4414.666667	1.271490117	200.9087687
MS	ST006943	AT017-01	H07	5638.333333	1.503912038	681.7479984
MS	ST007125	AT017-01	H08	2388.333333	0.66584836	457.3732976
MS	ST007267	AT017-01	H09	2577.666667	0.722433179	179.8786628
MS	ST007376	AT017-01	H10	3727.666667	1.073623828	90.84235429
MS	ST007402	AT017-01	H11	3125.333333	0.833619821	313.8508138
MS	L220477	AT018-01	A02	2941	0.819927437	387.1291774
MS	L222216	AT018-01	A03	2651	0.742986043	536.1203223
MS	L223514	AT018-01	A04	2678.333333	0.771400113	152.5068304
MS	L224006	AT018-01	A05	2767	0.73804161	262.8060121
MS	L224774	AT018-01	A06	2596	0.723744177	177.3245612
MS	ST007405	AT018-01	A07	1161.666667	0.325576054	76.64419961
MS	ST007430	AT018-01	A08	1235.666667	0.355890506	332.2669609
MS	ST007482	AT018-01	A09	1319	0.351816727	508.4210853
MS	ST007525	AT018-01	A10	3825.333333	1.066472545	402.106122
MS	ST007547	AT018-01	A11	2930.333333	0.821273772	71.50058275
MS	L220485	AT018-01	B02	3244	0.934320585	165.9728894
MS	L222623	AT018-01	B03	2734	0.729239523	120.11661
MS	L223530	AT018-01	B04	2928.666667	0.816489001	375.3256364
MS	L224154	AT018-01	B05	2389	0.669556264	185.1593908
MS	L224782	AT018-01	B06	2432	0.700452424	236.8881593
MS	ST007406	AT018-01	B07	2286.666667	0.609922352	131.6826994
MS	ST007439	AT018-01	B08	3861.333333	1.076509059	122.1365356
MS	ST007484	AT018-01	B09	4493.666667	1.259423469	482.143478
MS	ST007526	AT018-01	B10	6016	1.7326981	147.9898645
MS	ST007548	AT018-01	B11	2904.333333	0.774672515	406.893516
MS	L221775	AT018-01	C02	7850.666667	2.188703501	1752.139359
MS	L222631	AT018-01	C03	3485	0.976728163	198.159027
MS	L223549	AT018-01	C04	5865.333333	1.689303844	1495.050947
MS	L224162	AT018-01	C05	3441.333333	0.917906467	299.2429336
MS	L224790	AT018-01	C06	3831.333333	1.068145297	390.0017094
MS	ST007409	AT018-01	C07	2512.666667	0.704215867	362.359398
MS	ST007446	AT018-01	C08	4306.666667	1.2403845	197.033838
MS	ST007485	AT018-01	C09	3471.333333	0.925908363	275.3077066
MS	ST007527	AT018-01	C10	3577.333333	0.997332115	249.652425
MS	ST007549	AT018-01	C11	3536.666667	0.99120859	40.91861842
MS	L221805	AT018-01	D02	3581.666667	1.031573642	212.3260072
MS	L223166	AT018-01	D03	3079	0.821261336	101.4741346
MS	L223565	AT018-01	D04	3484.333333	0.971404454	366.8955346
MS	L224189	AT018-01	D05	3791.333333	1.062583082	497.3432751
MS	L224804	AT018-01	D06	4065.333333	1.170876886	139.0767174
MS	ST007410	AT018-01	D07	3869.666667	1.03215577	184.3619628
MS	ST007451	AT018-01	D08	5469.666667	1.524899615	382.6765388
MS	ST007491	AT018-01	D09	3598.666667	1.008585103	347.232391
MS	ST007529	AT018-01	D10	3843.333333	1.106937561	124.1786348
MS	ST007765	AT018-01	D11	6453.666667	1.72138581	776.9281391
MS	L221813	AT018-01	E02	3109.333333	0.866857433	298.5068397
MS	L223190	AT018-01	E03	2935.333333	0.822675103	26.2741952
MS	L223581	AT018-01	E04	2996.666667	0.86308488	97.98639361
MS	L224219	AT018-01	E05	3005.333333	0.801612234	61.71979693
MS	L224839	AT018-01	E06	3174.333333	0.884978916	466.6608333
MS	ST007418	AT018-01	E07	6327.333333	1.773338497	180.6220732
MS	ST007455	AT018-01	E08	3005	0.865485005	158.653711
MS	ST007492	AT018-01	E09	2473.666667	0.659800842	276.5959749
MS	ST007531	AT018-01	E10	3167	0.882934441	451.5008306
MS	ST007825	AT018-01	E11	3032.333333	0.849860937	281.1980322
MS	L221872	AT018-01	F02	2441	0.703044558	112.0535586
MS	L223212	AT018-01	F03	3729.666667	0.994813585	176.7267194
MS	L223638	AT018-01	F04	2912	0.811842467	171.2921481
MS	L224715	AT018-01	F05	4658.666667	1.305667413	473.1514909
MS	L224855	AT018-01	F06	2546	0.733286131	194
MS	ST007424	AT018-01	F07	4100.666667	1.093770375	422.2905793
MS	ST007461	AT018-01	F08	10723.66667	2.989673078	1187.468456
MS	ST007495	AT018-01	F09	3673	1.029418233	81.43095235
MS	ST007537	AT018-01	F10	4357	1.254881254	215.8216857
MS	ST007849	AT018-01	F11	3276.666667	0.873984945	667.8400507
MS	L221902	AT018-01	G02	2783	0.775878292	836.9540011
MS	L223255	AT018-01	G03	4208	1.17936072	512.4421919
MS	L223808	AT018-01	G04	4209.333333	1.212351042	281.5037004
MS	L224758	AT018-01	G05	4676.333333	1.247317883	598.9293225
MS	L224871	AT018-01	G06	3272.333333	0.912300538	522.2588758
MS	ST007425	AT018-01	G07	3482.333333	0.975980786	308.6654068
MS	ST007480	AT018-01	G08	3967	1.142555413	310.9356847
MS	ST007501	AT018-01	G09	3754.666667	1.001481833	59.28181284
MS	ST007538	AT018-01	G10	2661	0.741865661	415.7078301
MS	ST007870	AT018-01	G11	3731.333333	1.045767103	213.5282963
MS	L222194	AT018-01	H02	4452.333333	1.282338682	111.7914725
MS	L223360	AT018-01	H03	3243	0.865005038	154.5541976
MS	L223980	AT018-01	H04	3069	0.85561282	403
MS	L224766	AT018-01	H05	3490	0.978129495	128.8293445
MS	L224901	AT018-01	H06	5939	1.710520947	169.7144661
MS	ST007429	AT018-01	H07	6654.333333	1.774909608	696.6680223
MS	ST007481	AT018-01	H08	2641	0.73628982	412.4475724
MS	ST007524	AT018-01	H09	5283.333333	1.480740448	296.8658507
MS	ST007545	AT018-01	H10	6792.333333	1.956293727	334.8870456
MS	ST007900	AT018-01	H11	3840.333333	1.024331693	137.3110823
MS	L224936	AT019-01	A02	3399	0.947614198	347.5787681
MS	L225355	AT019-01	A03	2740.666667	0.768116591	364.8922215
MS	L232580	AT019-01	A04	2691	0.775048303	117.7582269
MS	L243531	AT019-01	A05	2926.666667	0.780629483	219.0372875
MS	L248487	AT019-01	A06	2737.333333	0.763146788	82.64583071
MS	ST007949	AT019-01	A07	1942.333333	0.544370637	137.5875479
MS	ST008202	AT019-01	A08	1889.666667	0.544252301	119.2574246
MS	ST008376	AT019-01	A09	1996	0.532392863	481.2774667
MS	ST008397	AT019-01	A10	4384.666667	1.222410235	468.4766092
MS	ST008748	AT019-01	A11	2825	0.791752385	228.8034091
MS	L224944	AT019-01	B02	3813.666667	1.098393116	148.7962813
MS	L227471	AT019-01	B03	3374	0.899946654	172.7917822
MS	L232645	AT019-01	B04	3469.333333	0.967222573	102.1877357
MS	L243574	AT019-01	B05	2378.666667	0.666660179	162.5433276
MS	L248649	AT019-01	B06	2425.333333	0.698532324	153.5328412
MS	ST007951	AT019-01	B07	2431.333333	0.648509276	118.5636257
MS	ST008208	AT019-01	B08	2887.666667	0.805058527	93.1146247
MS	ST008378	AT019-01	B09	3730	1.045393414	258.1453079
MS	ST008406	AT019-01	B10	2349.333333	0.676643185	281.6812619
MS	ST008828	AT019-01	B11	2652.333333	0.707456582	356.2475731
MS	L224987	AT019-01	C02	3171	0.884049609	109.9863628
MS	L227706	AT019-01	C03	2598.333333	0.72822535	171.5876841
MS	L232696	AT019-01	C04	3433.666667	0.988947425	295.046324
MS	L245844	AT019-01	C05	3278	0.874340584	340.6347017
MS	L248738	AT019-01	C06	4151.333333	1.157358755	1065.112357
MS	ST007991	AT019-01	C07	3492.333333	0.978783449	43.54690957
MS	ST008227	AT019-01	C08	3632	1.046070396	644.1366315
MS	ST008379	AT019-01	C09	3692.666667	0.984944579	272.7825752
MS	ST008438	AT019-01	C10	2705.666667	0.754318373	350.8622712
MS	ST008833	AT019-01	C11	4369.333333	1.224577022	293.1455839
MS	L225037	AT019-01	D02	3214	0.925680135	371.8911131
MS	L232238	AT019-01	D03	3213	0.857003141	231.7735964
MS	L232718	AT019-01	D04	3172.666667	0.884514263	380.1267333
MS	L245887	AT019-01	D05	2999	0.840518726	148.2936276
MS	L248886	AT019-01	D06	2930	0.843883882	106.4377752
MS	ST008006	AT019-01	D07	5969	1.592110723	229.0065501
MS	ST008242	AT019-01	D08	3315	0.924195666	515.2174298
MS	ST008380	AT019-01	D09	6628.333333	1.857698663	1097.793393
MS	ST008561	AT019-01	D10	3168.333333	0.912527451	292.9032832
MS	ST008954	AT019-01	D11	3580.333333	0.954981922	118.1411585
MS	L225134	AT019-01	E02	5555.333333	1.548782802	711.9440521
MS	L232254	AT019-01	E03	2374	0.665352269	119.7873115
MS	L233129	AT019-01	E04	3020	0.86980523	307.3711112
MS	L246522	AT019-01	E05	2663	0.710301701	165.6291037
MS	L248959	AT019-01	E06	3644.666667	1.016104113	242.994513
MS	ST008029	AT019-01	E07	3230.333333	0.905353671	353.5057755
MS	ST008274	AT019-01	E08	6642	1.912995476	5605.045227
MS	ST008385	AT019-01	E09	3129.666667	0.834775651	665.9957457
MS	ST008565	AT019-01	E10	5353	1.492373876	3603.041354
MS	ST008962	AT019-01	E11	2828.333333	0.792686606	161.6611683
MS	L225169	AT019-01	F02	2363.666667	0.6807714	96.64539996
MS	L232262	AT019-01	F03	3829	1.021308755	231.9288684
MS	L233137	AT019-01	F04	3594	1.001978649	141.3117122
MS	L248150	AT019-01	F05	3114.666667	0.872936199	177.5284015
MS	L249033	AT019-01	F06	3117.333333	0.897838688	317.7740287
MS	ST008121	AT019-01	F07	2832.666667	0.755556873	67.92888438
MS	ST008330	AT019-01	F08	2869.666667	0.80004027	1073.462311
MS	ST008391	AT019-01	F09	3712	1.04034862	116.2024096
MS	ST008567	AT019-01	F10	3517.333333	1.013044678	174.7006964
MS	ST008966	AT019-01	F11	3389	0.903947602	268.5591183
MS	L225304	AT019-01	G02	2889.333333	0.80552318	354.0301305
MS	L232297	AT019-01	G03	4066	1.139562901	91.53687781
MS	L233307	AT019-01	G04	4047	1.165596611	396.2991294
MS	L248312	AT019-01	G05	3780	1.00823899	210.0071427
MS	L249092	AT019-01	G06	2760	0.769466074	368.9756089
MS	ST008173	AT019-01	G07	5440	1.52464884	1038.800751
MS	ST008331	AT019-01	G08	3669	1.05672695	336.3614128
MS	ST008393	AT019-01	G09	5658.666667	1.509335546	677.2247288
MS	ST008584	AT019-01	G10	2414	0.673004023	79.64295324
MS	ST008970	AT019-01	G11	4425.666667	1.240365358	614.0328439
MS	L225347	AT019-01	H02	4512	1.299523575	611.5938195
MS	L232440	AT019-01	H03	2930	0.781518582	252.3271686
MS	L242403	AT019-01	H04	3135.666667	0.874198957	377.6722565
MS	L248401	AT019-01	H05	4020	1.12667065	19.67231557
MS	L249149	AT019-01	H06	2446	0.704484633	134.5473894
MS	ST008177	AT019-01	H07	5569.333333	1.485507676	202.0824914
MS	ST008371	AT019-01	H08	3681.333333	1.026326489	356.4215669
MS	ST008396	AT019-01	H09	5707	1.59947995	216.3631207
MS	ST008586	AT019-01	H10	2973	0.856268526	182.0082416
MS	ST008977	AT019-01	H11	7900.333333	2.107255053	251.5120938
MS	L249181	AT020-01	A02	3822.333333	1.065636169	195.0444394
MS	L249661	AT020-01	A03	3206.666667	0.898720701	107.4305978
MS	L251046	AT020-01	A04	2720	0.783400737	195.5402772
MS	L251860	AT020-01	A05	3303	0.881008832	358.8746299
MS	L252263	AT020-01	A06	3532.333333	0.984786472	228.4651688
MS	ST008981	AT020-01	A07	2967.333333	0.831643626	195.2366086
MS	ST009086	AT020-01	A08	3201.333333	0.922031946	193.4356051
MS	ST009109	AT020-01	A09	4893	1.305109359	445.3638962
MS	ST009243	AT020-01	A10	3022.666667	0.842695455	172.7695961
MS	ST009310	AT020-01	A11	2579.666667	0.722993712	19.55334583
MS	L249211	AT020-01	B02	2030	0.584670403	193.9149298
MS	L249858	AT020-01	B03	4223.666667	1.126578152	517.0080593
MS	L251054	AT020-01	B04	5353.666667	1.492559737	542.1866222
MS	L251887	AT020-01	B05	3680	1.031380098	418.9737462
MS	L252298	AT020-01	B06	2508	0.722341562	43.40506883
MS	ST008984	AT020-01	B07	3361.333333	0.896568075	432.7589783
MS	ST009093	AT020-01	B08	2522	0.703113565	187.5846476
MS	ST009110	AT020-01	B09	3116	0.873309887	559.9035631
MS	ST009294	AT020-01	B10	2174.333333	0.626240565	374.4440323
MS	ST009312	AT020-01	B11	2312	0.616679509	79.5424415
MS	L249262	AT020-01	C02	3355	0.935347348	688.5310451
MS	L249904	AT020-01	C03	3803	1.065852856	270.8375897
MS	L251186	AT020-01	C04	2986	0.860012721	66.50563886
MS	L251917	AT020-01	C05	4088.333333	1.090480707	316.2124813
MS	L252328	AT020-01	C06	2428	0.676907112	211.1776503
MS	ST008985	AT020-01	C07	2332.666667	0.653767928	95.25929526
MS	ST009096	AT020-01	C08	3031.666667	0.873165405	1294.373336
MS	ST009112	AT020-01	C09	3274.666667	0.873451485	610.6834969
MS	ST009295	AT020-01	C10	2860	0.79734528	321.1121299
MS	ST009313	AT020-01	C11	2558.666667	0.717108119	152.1063225
MS	L249289	AT020-01	D02	4302.666667	1.23923244	335.4792592
MS	L250198	AT020-01	D03	3302.333333	0.880831012	865.5058251
MS	L251550	AT020-01	D04	4409.333333	1.229287105	564.6630264
MS	L252042	AT020-01	D05	4386	1.229248127	561.8104663
MS	L252417	AT020-01	D06	5261.666667	1.515438803	341.9946393
MS	ST009010	AT020-01	D07	4331	1.15520716	559.5900285
MS	ST009099	AT020-01	D08	3556.666667	0.991570412	389.2381448
MS	ST009127	AT020-01	D09	4725	1.324258413	300.3947403
MS	ST009296	AT020-01	D10	3723.333333	1.072375764	228.6139395
MS	ST009323	AT020-01	D11	3371	0.899146464	314.4725743
MS	L249297	AT020-01	E02	3916.666667	1.091935553	216.7633118
MS	L250325	AT020-01	E03	2549.333333	0.714492299	311.4439489
