Library	ID	Plate	Well	Raw Value	Score	Stdev
MS	R851949	AT102-01	F03	5797	0.863551912	932.7748925
MS	R852163	AT102-01	F04	6811.333333	0.952190121	1059.049259
MS	R852570	AT102-01	F05	6676	0.952856904	185.9784934
MS	R853054	AT102-01	F06	6070.666667	0.843040004	79.03374807
MS	ST040185	AT102-01	F07	5266.333333	0.784500987	1282.685594
MS	ST040197	AT102-01	F08	5807	0.811789376	1451.076497
MS	ST040229	AT102-01	F09	6116.333333	0.872976399	253.3383771
MS	ST040270	AT102-01	F10	6982	0.969597843	565.7950159
MS	ST040292	AT102-01	F11	6479.333333	0.96519591	1179.983616
MS	R851655	AT102-01	G02	7530.333333	1.052702703	1061.03927
MS	R851965	AT102-01	G03	6563.666667	0.936823711	178.5002334
MS	R852171	AT102-01	G04	6586	0.914604897	722.6914971
MS	R852597	AT102-01	G05	6154.333333	0.916782184	851.1787905
MS	R853119	AT102-01	G06	9653.666667	1.349534017	627.977972
MS	ST040186	AT102-01	G07	7835.333333	1.118327061	307.9193617
MS	ST040206	AT102-01	G08	7070	0.981818497	387.4274126
MS	ST040230	AT102-01	G09	7409	1.103683995	487.492564
MS	ST040275	AT102-01	G10	6360.333333	0.889142591	1060.313318
MS	ST040297	AT102-01	G11	5766	0.822973773	194.7331507
MS	R851671	AT102-01	H02	6627.666667	0.920391192	101.6579231
MS	R852007	AT102-01	H03	7197	1.072103349	242.0557787
MS	R852295	AT102-01	H04	6843.666667	0.956710158	1063.172767
MS	R852694	AT102-01	H05	5634	0.804133582	775.0174192
MS	R853135	AT102-01	H06	5306.333333	0.736896212	321.1733696
MS	ST040188	AT102-01	H07	4169	0.621036385	441.5416175
MS	ST040211	AT102-01	H08	6977.333333	0.975396086	1192.029082
MS	ST040236	AT102-01	H09	6836.666667	0.97578865	289.6658995
MS	ST040277	AT102-01	H10	6522	0.905717149	446.0627759
MS	ST040309	AT102-01	H11	7471.333333	1.112969499	691.6822488
MS	R853143	AT103-01	A02	7507.333333	1.049487418	228.1059695
MS	R853321	AT103-01	A03	6970.333333	0.994866722	213.3783807
MS	R853755	AT103-01	A04	4507.666667	0.625984514	166.3860972
MS	R854484	AT103-01	A05	5787.333333	0.862111914	466.3446508
MS	R855081	AT103-01	A06	5536	0.773904939	110.7293999
MS	ST040310	AT103-01	A07	4595	0.655838447	90.70281142
MS	ST040344	AT103-01	A08	5386	0.747959608	165.1635553
MS	ST040367	AT103-01	A09	4378.666667	0.652269445	289.7625465
MS	ST040388	AT103-01	A10	7450	1.041472507	150.0033333
MS	ST040414	AT103-01	A11	5857	0.835962086	916.5304141
MS	R853151	AT103-01	B02	6047	0.839753388	844.6821888
MS	R853348	AT103-01	B03	6032.666667	0.898658071	934.6198871
MS	R853852	AT103-01	B04	4707.333333	0.65806151	541.1601735
MS	R854492	AT103-01	B05	5054.333333	0.721398504	237.1124909
MS	R855219	AT103-01	B06	4508.333333	0.626077095	152.1096096
MS	ST040313	AT103-01	B07	4871	0.725610034	143.069913
MS	ST040346	AT103-01	B08	6420	0.897483691	1158.549524
MS	ST040369	AT103-01	B09	6491.666667	0.926547244	711.7136597
MS	ST040389	AT103-01	B10	6927.333333	0.962006224	352.0232
MS	ST040415	AT103-01	B11	4789	0.713394878	659.0470393
MS	R853216	AT103-01	C02	7504.333333	1.049068034	216.1488685
MS	R853593	AT103-01	C03	7310.333333	1.043394485	301.950879
MS	R854069	AT103-01	C04	7538.333333	1.046856451	93.57528164
MS	R854751	AT103-01	C05	6276.666667	0.935005607	125.7033545
MS	R855251	AT103-01	C06	6956.333333	0.972460391	1118.293939
MS	ST040316	AT103-01	C07	5984.666667	0.854183785	590.4018406
MS	ST040347	AT103-01	C08	6879.666667	0.955386703	622.7939734
MS	ST040374	AT103-01	C09	5157.333333	0.768263768	610.5942461
MS	ST040393	AT103-01	C10	6613.666667	0.924557316	1402.321409
MS	ST040420	AT103-01	C11	6169.666667	0.880588597	255.8912529
MS	R853224	AT103-01	D02	6373.666667	0.885117939	574.867231
MS	R853607	AT103-01	D03	5212.666667	0.776506515	339.0078662
MS	R854085	AT103-01	D04	6447	0.901258155	957.7619746
MS	R854840	AT103-01	D05	5883.333333	0.839720609	448.7809414
MS	R855286	AT103-01	D06	6977.666667	0.968996068	301.0155035
MS	ST040317	AT103-01	D07	9285	1.38314292	759.9348656
MS	ST040348	AT103-01	D08	7521	1.05139795	970.1252496
MS	ST040378	AT103-01	D09	7155.333333	1.021271534	1022.656508
MS	ST040395	AT103-01	D10	6758.666667	0.938583303	1100.254667
MS	ST040427	AT103-01	D11	7784	1.159545987	207.5668567
MS	R853267	AT103-01	E02	5949	0.831640261	623.2359104
MS	R853615	AT103-01	E03	6211.333333	0.886535627	160.0010417
MS	R854115	AT103-01	E04	5772.333333	0.801610133	512.8989504
MS	R854891	AT103-01	E05	6184.333333	0.921251143	134.7973788
MS	R855294	AT103-01	E06	7627.666667	1.066309413	841.5261929
MS	ST040321	AT103-01	E07	7728.666667	1.103102665	144.5763927
MS	ST040356	AT103-01	E08	6819.666667	0.947054438	257.57782
MS	ST040379	AT103-01	E09	8206.333333	1.222459004	193.5260534
MS	ST040403	AT103-01	E10	6532	0.913140727	684.5794329
MS	ST040432	AT103-01	E11	7263.333333	1.036686236	216.0007716
MS	R853283	AT103-01	F02	7126.333333	0.989641568	452.6194133
MS	R853658	AT103-01	F03	7278.666667	1.084268849	745.0908222
MS	R854131	AT103-01	F04	6986	0.976607642	499.4827324
MS	R854999	AT103-01	F05	7491	1.069180807	247.4590875
MS	R855316	AT103-01	F06	6365.333333	0.88396068	281.5853926
MS	ST040324	AT103-01	F07	6924	1.031435819	565.1185716
MS	ST040357	AT103-01	F08	6331.666667	0.885135135	397.5881454
MS	ST040382	AT103-01	F09	6275.666667	0.895717841	291.1654741
MS	ST040411	AT103-01	F10	7247.666667	1.006491258	1308.25125
MS	ST040433	AT103-01	F11	8502.333333	1.266552736	420.6570258
MS	R853291	AT103-01	G02	7363.666667	1.029403541	308.5001351
MS	R853666	AT103-01	G03	7551.333333	1.077792106	89.51163798
MS	R854158	AT103-01	G04	6450.666667	0.895811012	337.4749373
MS	R855049	AT103-01	G05	7210	1.074039898	960.9250751
MS	R855529	AT103-01	G06	5141.333333	0.718732526	315.4700197
MS	ST040326	AT103-01	G07	6401.333333	0.913654083	229.8136927
MS	ST040358	AT103-01	G08	6645	0.922798291	1072.01819
MS	ST040383	AT103-01	G09	7031.666667	1.047474417	1161.888692
MS	ST040412	AT103-01	G10	5961.666667	0.833410997	931.076975
MS	ST040434	AT103-01	G11	6416.333333	0.915795014	839.3523297
MS	R853313	AT103-01	H02	6993.333333	0.971171715	562.573847
MS	R853674	AT103-01	H03	4989	0.74318794	1189.118581
MS	R854204	AT103-01	H04	7148	0.999254427	1632.88487
MS	R855073	AT103-01	H05	6876.666667	0.981497799	851.7689436
MS	R855707	AT103-01	H06	6572.333333	0.912706993	581.7837513
MS	ST040329	AT103-01	H07	6805	1.013708947	845.1721718
MS	ST040361	AT103-01	H08	8328	1.164212488	793.2458635
MS	ST040386	AT103-01	H09	8571	1.223327819	239.0251033
MS	ST040413	AT103-01	H10	7832	1.087638256	308.2190779
MS	ST040436	AT103-01	H11	9204.666667	1.37117604	366.6092379
MS	R855847	AT104-01	A02	7822.333333	1.093522833	456.1538483
MS	R856738	AT104-01	A03	7170.666667	1.023460041	279.7755052
MS	R857033	AT104-01	A04	6452.666667	0.896088754	341.00782
MS	R857475	AT104-01	A05	7538	1.12290052	521.5639942
MS	R858048	AT104-01	A06	8195.333333	1.145666356	468.401893
MS	ST040437	AT104-01	A07	7746	1.105576629	582.6422573
MS	ST040452	AT104-01	A08	7508.333333	1.042690318	143.308525
MS	ST040466	AT104-01	A09	6460.666667	0.962415224	383.3931837
MS	ST040517	AT104-01	A10	5737.333333	0.802050326	177.8238829
MS	ST040538	AT104-01	A11	5851.666667	0.835200866	271.8866185
MS	R855863	AT104-01	B02	7152	0.993205926	379.145091
MS	R856800	AT104-01	B03	6534.666667	0.973438657	216.1303619
MS	R857041	AT104-01	B04	8472.666667	1.18443616	1031.538818
MS	R857513	AT104-01	B05	6988.333333	0.997435839	353.2779831
MS	R858196	AT104-01	B06	6903.333333	0.958673318	251.5120938
MS	ST040438	AT104-01	B07	8773.666667	1.30697199	481.4315458
MS	ST040453	AT104-01	B08	6515.333333	0.910810811	599.6718547
MS	ST040472	AT104-01	B09	6114.666667	0.872738518	502.2124384
MS	ST040518	AT104-01	B10	6915	0.960293481	382.4591481
MS	ST040544	AT104-01	B11	7256.333333	1.080941957	641.9667696
MS	R856029	AT104-01	C02	6724	0.939981361	1044.879419
MS	R856819	AT104-01	C03	7835.666667	1.118374637	339.5369396
MS	R857092	AT104-01	C04	5576	0.774345112	620.9855071
MS	R857599	AT104-01	C05	7575	1.128412237	1110.189623
MS	R858218	AT104-01	C06	6658.333333	0.930801491	95.62600762
MS	ST040439	AT104-01	C07	5185.666667	0.740143541	312.4489292
MS	ST040455	AT104-01	C08	6162.333333	0.855769852	62.38856733
MS	ST040473	AT104-01	C09	6617.333333	0.985753123	349.3026386
MS	ST040520	AT104-01	C10	4587.666667	0.641332712	585.2797052
MS	ST040545	AT104-01	C11	4771	0.680958701	386.0349725
MS	R856126	AT104-01	D02	5962.666667	0.828041927	388.0236247
MS	R856908	AT104-01	D03	6248	0.930735268	500.0679954
MS	R857122	AT104-01	D04	9349	1.30694315	1257.074381
MS	R857637	AT104-01	D05	8233.666667	1.175180666	413.8626986
MS	R858242	AT104-01	D06	8701.333333	1.20836351	270.6516827
MS	ST040440	AT104-01	D07	8919.666667	1.328720926	213.0782329
MS	ST040459	AT104-01	D08	8019.666667	1.12110904	738.867602
MS	ST040479	AT104-01	D09	8780.666667	1.253253273	362.2793581
MS	ST040523	AT104-01	D10	9458.333333	1.313488914	372.803344
MS	ST040546	AT104-01	D11	4975	0.741102426	921.0233439
MS	R856231	AT104-01	E02	7450.333333	1.041519105	202.4088272
MS	R856932	AT104-01	E03	6809.333333	0.971887399	182.7165382
MS	R857165	AT104-01	E04	7240.333333	1.00547287	141.6839205
MS	R857653	AT104-01	E05	6857.666667	1.021554453	105.006349
MS	R858293	AT104-01	E06	5871.333333	0.820782852	693.4640101
MS	ST040441	AT104-01	E07	5671.333333	0.809462121	188.5373526
MS	ST040461	AT104-01	E08	5485	0.761707844	88.47598544
MS	ST040480	AT104-01	E09	5580.666667	0.83132575	209.6695813
MS	ST040524	AT104-01	E10	8071.666667	1.128378378	570.7524274
MS	ST040549	AT104-01	E11	7070.666667	1.00918717	255.3161439
MS	R856371	AT104-01	F02	7293.333333	1.012833037	42.14656965
MS	R856959	AT104-01	F03	8293.666667	1.235468641	202.687773
MS	R857173	AT104-01	F04	6525.666667	0.912255359	751.5912009
MS	R857882	AT104-01	F05	5305	0.757175835	827.9498777
MS	R858323	AT104-01	F06	6643	0.922520549	921.874178
MS	ST040445	AT104-01	F07	5390.666667	0.803022341	78.58965157
MS	ST040462	AT104-01	F08	7082.666667	0.990121156	558.8347997
MS	ST040482	AT104-01	F09	7524.666667	1.073986007	412.9374448
MS	ST040529	AT104-01	F10	7419.666667	1.030377083	139.7903192
MS	ST040551	AT104-01	F11	7170	1.068081285	231.5145784
MS	R856568	AT104-01	G02	7276.666667	1.017241379	402.875084
MS	R857017	AT104-01	G03	7855.666667	1.121229211	136.2399843
MS	R857254	AT104-01	G04	6736.333333	0.935481849	402.9954508
MS	R857912	AT104-01	G05	8234.666667	1.226679687	142.243922
MS	R858366	AT104-01	G06	6926.666667	0.968313141	531.2563725
MS	ST040447	AT104-01	G07	3661	0.522529827	95.59811714
MS	ST040463	AT104-01	G08	8276	1.149297013	243.9938524
MS	ST040498	AT104-01	G09	6185.666667	0.921449764	1652.832216
MS	ST040534	AT104-01	G10	6696.666667	0.936160298	210.1935616
MS	ST040558	AT104-01	G11	7298.333333	1.041681741	223.5851814
MS	R856673	AT104-01	H02	8236.666667	1.143834751	117.5854299
MS	R857025	AT104-01	H03	8379.333333	1.248230002	398.0506668
MS	R857394	AT104-01	H04	8249	1.153168686	367.2369807
MS	R858005	AT104-01	H05	10325	1.473673986	6461.233551
MS	R858382	AT104-01	H06	8228.333333	1.142677492	195.3083033
MS	ST040451	AT104-01	H07	13258.33333	1.975031759	1933.639401
MS	ST040464	AT104-01	H08	8919.333333	1.246877912	461.9895381
MS	ST040505	AT104-01	H09	6860	0.979118987	208.2378448
MS	ST040537	AT104-01	H10	7848.333333	1.089906484	315.2337757
MS	ST040559	AT104-01	H11	7129	1.061973708	709.2030739
MS	R858390	AT105-01	A02	6026.333333	0.787280021	315.0259249
MS	R858773	AT105-01	A03	5776.333333	0.94301068	149.145343
MS	R859087	AT105-01	A04	3614.666667	0.646100338	314.0005308
MS	R866423	AT105-01	A05	4509.666667	0.899629283	978.6257371
MS	R866970	AT105-01	A06	8294	1.083527932	516.9796901
MS	ST040561	AT105-01	A07	7632.666667	1.246064894	412.7000525
MS	ST040609	AT105-01	A08	4929.666667	0.881148828	234.9049453
MS	ST040629	AT105-01	A09	5167.333333	1.030826605	1820.705999
MS	ST040652	AT105-01	A10	6639	0.867318778	228.7443988
MS	ST040679	AT105-01	A11	7667.666667	1.251778791	496.6994396
MS	R858404	AT105-01	B02	4251.666667	0.759960329	105.6424788
MS	R858838	AT105-01	B03	4039.666667	0.805869412	142.1313946
MS	R865796	AT105-01	B04	9703.666667	1.267686747	268.4629087
MS	R866504	AT105-01	B05	8186.333333	1.336453302	523.7407119
MS	R867136	AT105-01	B06	7570.333333	1.353152413	978.2138485
MS	ST040562	AT105-01	B07	6480	1.292689279	1753.466281
MS	ST040611	AT105-01	B08	9280.666667	1.212426039	124.9493231
MS	ST040633	AT105-01	B09	6602.666667	1.077913067	158.9287052
MS	ST040660	AT105-01	B10	7658.333333	1.368881894	125.9259041
MS	ST040683	AT105-01	B11	5331	1.063476319	500.1319826
MS	R858463	AT105-01	C02	7794	1.018207946	478.7055462
MS	R858870	AT105-01	C03	8215.333333	1.341187674	258.5852535
MS	R865826	AT105-01	C04	6818.666667	1.218796432	204.1429238
MS	R866520	AT105-01	C05	2548	0.508298192	808.9629163
MS	R867322	AT105-01	C06	6815.333333	0.89035496	149.0279616
MS	ST040563	AT105-01	C07	7890	1.288075641	536.8491408
MS	ST040612	AT105-01	C08	9707.333333	1.735128553	635.4323987
MS	ST040634	AT105-01	C09	9432.666667	1.881714055	489.8880825
MS	ST040663	AT105-01	C10	10034	1.310841485	702.3894931
MS	ST040686	AT105-01	C11	7704.333333	1.257764778	612.8542513
MS	R858579	AT105-01	D02	4612.333333	0.824427367	655.4825195
MS	R858897	AT105-01	D03	4320.333333	0.861859349	57.97700694
MS	R865974	AT105-01	D04	9794.333333	1.279531438	1598.494709
MS	R866601	AT105-01	D05	8614	1.406271682	574.9756517
MS	R867497	AT105-01	D06	4701.333333	0.840335592	587.2864151
MS	ST040564	AT105-01	D07	5890.666667	1.175123711	1799.71507
MS	ST040614	AT105-01	D08	9206.666667	1.202758681	199.0535941
MS	ST040640	AT105-01	D09	9147.333333	1.493340589	357.332245
MS	ST040665	AT105-01	D10	7365	1.316450291	1113.742789
MS	ST040687	AT105-01	D11	6558.333333	1.308315924	382.7954197
MS	R858587	AT105-01	E02	7190	0.939301403	454.6658113
MS	R858935	AT105-01	E03	7676.333333	1.25319366	440.8064579
MS	R866105	AT105-01	E04	3617.666667	0.64663657	626.7713565
MS	R866628	AT105-01	E05	7975.333333	1.590991959	236.8888628
MS	R867721	AT105-01	E06	7951.666667	1.038805515	1173.420783
MS	ST040565	AT105-01	E07	7519	1.227508333	788.1097639
MS	ST040616	AT105-01	E08	5610.666667	1.00287356	105.8363517
MS	ST040641	AT105-01	E09	6219	1.240622628	463.0129588
MS	ST040669	AT105-01	E10	8026.333333	1.048559966	1244.883261
MS	ST040691	AT105-01	E11	7304	1.19240868	119.4529196
MS	R858595	AT105-01	F02	6591.333333	1.17816194	339.8739963
MS	R858943	AT105-01	F03	6153	1.227456348	561.8442845
MS	R866334	AT105-01	F04	8035.666667	1.049779273	568.5616355
MS	R866873	AT105-01	F05	7266.666667	1.186313856	794.7517432
MS	R867799	AT105-01	F06	6153.333333	1.099872024	803.8994547
MS	ST040570	AT105-01	F07	5516.666667	1.100514793	379.9635947
MS	ST040617	AT105-01	F08	6203.666667	0.810446843	1034.324095
MS	ST040646	AT105-01	F09	5929.333333	0.967988572	153.9036495
MS	ST040674	AT105-01	F10	5931.333333	1.060190834	380.1319946
MS	ST040693	AT105-01	F11	4972.666667	0.99199273	623.4615733
MS	R858617	AT105-01	G02	7314	0.955500759	0
MS	R858986	AT105-01	G03	3905	0.637507653	0
MS	R866342	AT105-01	G04	6156	1.100348675	0
MS	R866881	AT105-01	G05	5506	1.098386909	0
MS	R868221	AT105-01	G06	8516.666667	1.1126171	411.3214477
MS	ST040590	AT105-01	G07	5179	0.845493504	367.6696887
MS	ST040619	AT105-01	G08	5211	0.931435501	524.3176518
MS	ST040647	AT105-01	G09	7360.333333	1.468306171	749.8468733
MS	ST040675	AT105-01	G10	10230	1.336446919	355.9831457
MS	ST040694	AT105-01	G11	6438	1.051030542	455.1615098
MS	R858730	AT105-01	H02	6633	1.18560961	495.366531
MS	R859001	AT105-01	H03	7889.333333	1.573835898	431.2045145
MS	R866369	AT105-01	H04	8715	1.138527361	2357.2117
MS	R866938	AT105-01	H05	6673	1.089395279	954.410813
MS	R868744	AT105-01	H06	6089.666667	1.088491983	426.1552925
MS	ST040608	AT105-01	H07	7251.666667	1.446628357	728.1774051
MS	ST040625	AT105-01	H08	5092.333333	0.665262287	233.0457752
MS	ST040650	AT105-01	H09	5139.666667	0.839072172	94.08683932
MS	ST040676	AT105-01	H10	6492.666667	1.160525855	207.558024
MS	ST040696	AT105-01	H11	4175	0.832866935	274.6506872
MS	R868752	AT106-01	A02	7772	1.015333867	621.9493549
MS	R868957	AT106-01	A03	4897.333333	0.799510237	249.5883277
MS	R869171	AT106-01	A04	3885.333333	0.694480407	76.48747174
MS	R869481	AT106-01	A05	4318.666667	0.861526867	181.5277757
MS	R870803	AT106-01	A06	5381.333333	0.703017239	577.5260456
MS	ST040698	AT106-01	A07	3500.333333	0.571444119	522.0271385
MS	ST040730	AT106-01	A08	3146	0.562328936	88.35722947
MS	ST040754	AT106-01	A09	4127	0.823291459	468.340688
MS	ST040784	AT106-01	A10	8830.333333	1.153594504	375.9525679
MS	ST040807	AT106-01	A11	5644.333333	0.921461125	96.93468591
MS	R868817	AT106-01	B02	6000.333333	1.072524177	700.3458669
MS	R868973	AT106-01	B03	6119	1.220673719	665.218761
MS	R869198	AT106-01	B04	6217.333333	0.812232256	339.22608
MS	R869627	AT106-01	B05	4671.666667	0.762669206	318.7166976
MS	R870838	AT106-01	B06	6597.666667	1.179293986	102.0212396
MS	ST040700	AT106-01	B07	4755.333333	0.948637102	241.851883
MS	ST040736	AT106-01	B08	8491	1.109264007	569.8140047
MS	ST040757	AT106-01	B09	5909	0.96466907	787.377292
MS	ST040786	AT106-01	B10	6393.666667	1.142830189	62.1476736
MS	ST040810	AT106-01	B11	5507.666667	1.098719391	1533.547956
MS	R868825	AT106-01	C02	7761.333333	1.013940374	1723.867841
MS	R869007	AT106-01	C03	6376.666667	1.041017618	966.0747038
MS	R869279	AT106-01	C04	7222	1.290889885	352.8554945
MS	R869651	AT106-01	C05	6721.333333	1.340832645	503.2338754
MS	R870900	AT106-01	C06	8498	1.110178487	1458.710732
MS	ST040704	AT106-01	C07	8580	1.400721039	701.3786424
MS	ST040737	AT106-01	C08	7161.333333	1.280046076	169.2050039
MS	ST040758	AT106-01	C09	8364.333333	1.668593214	1190.594949
MS	ST040793	AT106-01	C10	4600.666667	0.601030967	758.8374881
MS	ST040811	AT106-01	C11	6755.666667	1.10289096	773.9976313
MS	R868892	AT106-01	D02	5851.333333	1.045891306	204.1429238
MS	R869015	AT106-01	D03	7812.666667	1.558541735	1051.173788
MS	R869295	AT106-01	D04	7936.666667	1.036845916	1065.384594
MS	R869961	AT106-01	D05	6780.333333	1.106917897	681.5286739
MS	R870919	AT106-01	D06	6840.666667	1.222728802	317.6166452
MS	ST040708	AT106-01	D07	7461.666667	1.488521065	576.9959561
MS	ST040739	AT106-01	D08	8789.333333	1.148238266	1624.632061
MS	ST040766	AT106-01	D09	6164	1.006298891	429.5008731
MS	ST040794	AT106-01	D10	8204	1.46641659	275.412418
MS	ST040812	AT106-01	D11	7322.666667	1.460792082	349.5458959
MS	R868906	AT106-01	E02	7999.333333	1.045032687	723.6582987
MS	R869066	AT106-01	E03	3334.333333	0.544343922	264.0404009
MS	R869309	AT106-01	E04	4162	0.743932941	347.6219211
MS	R870056	AT106-01	E05	3013	0.601060617	370.0851253
MS	R870935	AT106-01	E06	6956.333333	0.908775196	947.2783822
MS	ST040712	AT106-01	E07	7693.666667	1.2560234	196.29145
MS	ST040741	AT106-01	E08	5514	0.985594963	122.6499083
MS	ST040768	AT106-01	E09	3359.666667	0.670216834	800.888465
MS	ST040798	AT106-01	E10	7483.666667	0.977666008	960.9403381
MS	ST040815	AT106-01	E11	5994.666667	0.978654513	444.6193128
MS	R868922	AT106-01	F02	3776	0.674937719	480.1166525
MS	R869074	AT106-01	F03	5465.333333	1.090274353	2054.322841
MS	R869317	AT106-01	F04	8950.333333	1.169271301	629.0567012
MS	R870250	AT106-01	F05	7988.333333	1.304128971	716.5258776
MS	R870978	AT106-01	F06	4129.333333	0.738093967	150.0477702
MS	ST040719	AT106-01	F07	5174.666667	1.032289525	1367.91971
MS	ST040743	AT106-01	F08	5800.666667	0.757798934	565.9305022
MS	ST040774	AT106-01	F09	6631.666667	1.082647439	628.7021022
MS	ST040803	AT106-01	F10	7850.666667	1.403260342	273.7322293
MS	ST040818	AT106-01	F11	5813.666667	1.159763051	1276.252849
MS	R868930	AT106-01	G02	8575.333333	1.120281311	289.268618
MS	R869104	AT106-01	G03	7373.666667	1.203782056	241.5705556
MS	R869325	AT106-01	G04	7259	1.297503417	471.7446343
MS	R870498	AT106-01	G05	5716.333333	1.140346114	2286.017133
MS	R871036	AT106-01	G06	8242.333333	1.076778201	368.0018116
MS	ST040721	AT106-01	G07	8336.666667	1.360995851	297.5572774
MS	ST040751	AT106-01	G08	6547	1.170237618	43.31281566
MS	ST040775	AT106-01	G09	5594.666667	1.116074941	1851.551061
MS	ST040804	AT106-01	G10	6008	0.784884955	519.6046574
MS	ST040826	AT106-01	G11	6858.666667	1.119706142	77.15136637
MS	R868949	AT106-01	H02	6353.333333	1.135620844	464.7067175
MS	R869112	AT106-01	H03	7338.333333	1.463917412	1344.006076
MS	R869465	AT106-01	H04	9330	1.218870944	2324.28247
MS	R870544	AT106-01	H05	8529	1.392395075	4261.662469
MS	R871079	AT106-01	H06	6763.666667	1.208965506	223.7863565
MS	ST040725	AT106-01	H07	5927	1.182371814	1062.686689
MS	ST040752	AT106-01	H08	5207.333333	0.680285884	1191.055974
MS	ST040782	AT106-01	H09	7446	1.215590776	910.9884741
MS	ST040805	AT106-01	H10	5764.333333	1.03034057	87.52333022
MS	ST040830	AT106-01	H11	6768.666667	1.350275129	338.3863669
MS	R871486	AT107-01	A02	8408.666667	1.098507983	718.9230371
MS	R873330	AT107-01	A03	3534.333333	0.576994762	615.5731746
MS	R873462	AT107-01	A04	3775.333333	0.674818556	411.0040551
MS	R873926	AT107-01	A05	2705	0.539617978	388.6335034
MS	R874183	AT107-01	A06	4144.666667	0.54145914	482.5021589
MS	ST040842	AT107-01	A07	2775	0.453030406	438.8530506
MS	ST040867	AT107-01	A08	2103.666667	0.376018004	163.3595217
MS	ST040896	AT107-01	A09	3171.666667	0.632712885	272.7862411
MS	ST041083	AT107-01	A10	6884.333333	0.899369118	1150.78466
MS	ST041104	AT107-01	A11	3967.666667	0.647738249	244.6248829
MS	R871494	AT107-01	B02	5878	1.050657816	435.6454981
MS	R873349	AT107-01	B03	5917.333333	1.18044342	566.7462689
MS	R873470	AT107-01	B04	4495.333333	0.587270223	836.7468753
MS	R874000	AT107-01	B05	4857.333333	0.792980069	243.8777016
MS	R874272	AT107-01	B06	3272	0.584850693	903.8384811
MS	ST040846	AT107-01	B07	2450	0.488748261	203.5313244
MS	ST040870	AT107-01	B08	9077	1.185819031	1075.604016
MS	ST041017	AT107-01	B09	7276.666667	1.187946398	958.2490977
MS	ST041084	AT107-01	B10	5575.666667	0.996617516	75.43429812
MS	ST041106	AT107-01	B11	4184.333333	0.834728833	796.1346201
MS	R871508	AT107-01	C02	6361.666667	0.831087959	1260.937878
MS	R873365	AT107-01	C03	6379.666667	1.04150738	107.0389337
MS	R873500	AT107-01	C04	7240.666667	1.294226441	589.1861619
MS	R874043	AT107-01	C05	4286.333333	0.85507672	2082.050031
MS	R874299	AT107-01	C06	7782.333333	1.016683813	191.8914624
MS	ST040851	AT107-01	C07	7023.333333	1.146588667	145.2044536
MS	ST040875	AT107-01	C08	7033.333333	1.257166832	559.1442867
MS	ST041018	AT107-01	C09	4479	0.893511617	821.8923287
MS	ST041088	AT107-01	C10	7774.333333	1.015638693	1067.307984
MS	ST041109	AT107-01	C11	7574	1.236487314	379.2848534
MS	R871591	AT107-01	D02	6990.333333	1.249480835	632.1205054
MS	R873373	AT107-01	D03	4021.666667	0.802278609	680.4589138
MS	R873586	AT107-01	D04	10307.33333	1.346549744	696.1352838
MS	R874078	AT107-01	D05	6180.666667	1.009019795	667.6902975
MS	R874353	AT107-01	D06	8532.666667	1.525163818	191.930543
MS	ST040857	AT107-01	D07	8269.333333	1.649641751	1138.64715
MS	ST040878	AT107-01	D08	9676.333333	1.264115921	270.9138855
MS	ST041024	AT107-01	D09	7784	1.270770696	966.3886382
MS	ST041091	AT107-01	D10	6444.333333	1.151886557	1635.060957
MS	ST041113	AT107-01	D11	6087	1.214290068	2519.822018
MS	R872172	AT107-01	E02	7988.666667	1.043639194	730.6164064
MS	R873403	AT107-01	E03	3018.666667	0.492810013	276.525466
MS	R873632	AT107-01	E04	4280	0.765024745	184.3068094
MS	R874124	AT107-01	E05	3381.333333	0.674539097	427.9700145
MS	R874477	AT107-01	E06	9058	1.183336871	935.1678994
MS	ST040862	AT107-01	E07	3262	0.532535202	353.2152318
MS	ST040881	AT107-01	E08	3657.666667	0.653786334	273.0610432
MS	ST041028	AT107-01	E09	3470.666667	0.692360122	319.6393801
MS	ST041097	AT107-01	E10	8006.333333	1.045947167	1457.908205
MS	ST041115	AT107-01	E11	5872	0.958628665	97.0772888
MS	R872210	AT107-01	F02	3562.666667	0.636805644	41.76521679
MS	R873411	AT107-01	F03	6750.333333	1.346617829	612.0999374
MS	R873772	AT107-01	F04	8264.333333	1.07965228	1740.414127
MS	R874140	AT107-01	F05	4633.333333	0.756411128	301.3408922
MS	R874507	AT107-01	F06	6439.333333	1.150992837	409.6453751
MS	ST040863	AT107-01	F07	4190.666667	0.835992264	498.9812956
MS	ST040883	AT107-01	F08	5488	0.716952169	398.7191994
MS	ST041051	AT107-01	F09	4557.666667	0.744058227	200.2631602
MS	ST041099	AT107-01	F10	4835.666667	0.864346883	501.7422977
MS	ST041125	AT107-01	F11	5631.666667	1.123456038	491.7624765
MS	R872237	AT107-01	G02	8733.666667	1.140965974	460.2263936
MS	R873438	AT107-01	G03	8112	1.324318074	393.2035096
MS	R873799	AT107-01	G04	7410	1.324493776	850.0347052
MS	R874159	AT107-01	G05	7641.333333	1.524362605	1241.720715
MS	R874639	AT107-01	G06	6061	0.791808874	741.4822992
MS	ST040865	AT107-01	G07	8799.666667	1.436582545	239.5711446
MS	ST040887	AT107-01	G08	7060	1.261933341	358.3252712
MS	ST041053	AT107-01	G09	5924	1.181773347	655.7003889
